sdscid,tenure,female,year,yearsq,select,articles,prestige,presthi,male,m_year,m_yearsq,m_select,m_articles,m_prestige,m_presthi,f_year,f_yearsq,f_select,f_articles,f_prestige,f_presthi,pdasample
7240,0,0,3,9,6,12,3.2,0,1,3,9,6,12,3.2,0,0,0,0,0,0,0,1
7240,0,0,4,16,6,12,3.2,0,1,4,16,6,12,3.2,0,0,0,0,0,0,0,1
7240,0,0,5,25,6,16,3.2,0,1,5,25,6,16,3.2,0,0,0,0,0,0,0,1
7240,1,0,6,36,6,18,3.2,0,1,6,36,6,18,3.2,0,0,0,0,0,0,0,1
7241,0,0,1,1,6,3,2.72,0,1,1,1,6,3,2.72,0,0,0,0,0,0,0,1
7241,0,0,2,4,6,3,2.72,0,1,2,4,6,3,2.72,0,0,0,0,0,0,0,1
7241,0,0,3,9,6,5,2.72,0,1,3,9,6,5,2.72,0,0,0,0,0,0,0,1
7241,1,0,4,16,6,8,2.72,0,1,4,16,6,8,2.72,0,0,0,0,0,0,0,1
7242,0,0,1,1,6,7,2.1099999,0,1,1,1,6,7,2.1099999,0,0,0,0,0,0,0,1
7242,0,0,2,4,6,8,2.1099999,0,1,2,4,6,8,2.1099999,0,0,0,0,0,0,0,1
7242,0,0,3,9,6,11,2.1099999,0,1,3,9,6,11,2.1099999,0,0,0,0,0,0,0,1
7242,1,0,4,16,6,12,2.1099999,0,1,4,16,6,12,2.1099999,0,0,0,0,0,0,0,1
7244,0,0,1,1,4,1,1.6799999,0,1,1,1,4,1,1.6799999,0,0,0,0,0,0,0,1
7244,0,0,2,4,4,1,1.6799999,0,1,2,4,4,1,1.6799999,0,0,0,0,0,0,0,1
7244,0,0,3,9,4,1,1.6799999,0,1,3,9,4,1,1.6799999,0,0,0,0,0,0,0,1
7249,0,0,1,1,3,2,1.99,0,1,1,1,3,2,1.99,0,0,0,0,0,0,0,1
7249,0,0,2,4,3,6,1.99,0,1,2,4,3,6,1.99,0,0,0,0,0,0,0,1
7249,0,0,3,9,3,9,1.99,0,1,3,9,3,9,1.99,0,0,0,0,0,0,0,1
7249,1,0,4,16,3,13,1.99,0,1,4,16,3,13,1.99,0,0,0,0,0,0,0,1
7252,0,0,1,1,5,9,3.52,0,1,1,1,5,9,3.52,0,0,0,0,0,0,0,1
7252,0,0,2,4,5,10,3.52,0,1,2,4,5,10,3.52,0,0,0,0,0,0,0,1
7252,0,0,3,9,5,12,2.26,0,1,3,9,5,12,2.26,0,0,0,0,0,0,0,1
7252,0,0,4,16,5,13,2.26,0,1,4,16,5,13,2.26,0,0,0,0,0,0,0,1
7252,0,0,5,25,5,16,2.26,0,1,5,25,5,16,2.26,0,0,0,0,0,0,0,1
7252,1,0,6,36,5,17,2.26,0,1,6,36,5,17,2.26,0,0,0,0,0,0,0,1
7255,0,0,1,1,4.9499998,4,2.47,0,1,1,1,4.9499998,4,2.47,0,0,0,0,0,0,0,1
7255,0,0,2,4,4.9499998,4,3.8399999,0,1,2,4,4.9499998,4,3.8399999,0,0,0,0,0,0,0,1
7255,0,0,3,9,4.9499998,7,3.8399999,0,1,3,9,4.9499998,7,3.8399999,0,0,0,0,0,0,0,1
7255,0,0,4,16,4.9499998,7,3.8399999,0,1,4,16,4.9499998,7,3.8399999,0,0,0,0,0,0,0,1
7256,0,0,1,1,7,22,4.6399999,1,1,1,1,7,22,4.6399999,1,0,0,0,0,0,0,1
7256,0,0,2,4,7,25,4.6399999,1,1,2,4,7,25,4.6399999,1,0,0,0,0,0,0,1
7256,0,0,3,9,7,28,4.6399999,1,1,3,9,7,28,4.6399999,1,0,0,0,0,0,0,1
7256,0,0,4,16,7,31,4.6399999,1,1,4,16,7,31,4.6399999,1,0,0,0,0,0,0,1
7256,1,0,5,25,7,35,4.6399999,1,1,5,25,7,35,4.6399999,1,0,0,0,0,0,0,1
7259,0,0,1,1,4,2,1.05,0,1,1,1,4,2,1.05,0,0,0,0,0,0,0,1
7259,0,0,2,4,4,2,1.05,0,1,2,4,4,2,1.05,0,0,0,0,0,0,0,1
7259,0,0,3,9,4,2,1.05,0,1,3,9,4,2,1.05,0,0,0,0,0,0,0,1
7260,0,0,1,1,3,1,2.72,0,1,1,1,3,1,2.72,0,0,0,0,0,0,0,1
7260,0,0,2,4,3,1,2.72,0,1,2,4,3,1,2.72,0,0,0,0,0,0,0,1
7260,0,0,3,9,3,1,2.72,0,1,3,9,3,1,2.72,0,0,0,0,0,0,0,1
7260,0,0,4,16,3,1,2.72,0,1,4,16,3,1,2.72,0,0,0,0,0,0,0,1
7260,0,0,5,25,3,1,2.72,0,1,5,25,3,1,2.72,0,0,0,0,0,0,0,1
7261,0,0,1,1,5,10,3.6800001,0,1,1,1,5,10,3.6800001,0,0,0,0,0,0,0,1
7261,0,0,2,4,5,10,3.6800001,0,1,2,4,5,10,3.6800001,0,0,0,0,0,0,0,1
7261,0,0,3,9,5,11,3.6800001,0,1,3,9,5,11,3.6800001,0,0,0,0,0,0,0,1
7261,0,0,4,16,5,12,3.6800001,0,1,4,16,5,12,3.6800001,0,0,0,0,0,0,0,1
7261,0,0,5,25,5,12,3.6800001,0,1,5,25,5,12,3.6800001,0,0,0,0,0,0,0,1
7261,0,0,6,36,5,12,3.6800001,0,1,6,36,5,12,3.6800001,0,0,0,0,0,0,0,1
7261,0,0,7,49,5,12,3.6800001,0,1,7,49,5,12,3.6800001,0,0,0,0,0,0,0,1
7261,1,0,8,64,5,13,1.72,0,1,8,64,5,13,1.72,0,0,0,0,0,0,0,1
7264,0,0,1,1,3,11,2.21,0,1,1,1,3,11,2.21,0,0,0,0,0,0,0,1
7264,0,0,2,4,3,15,2.21,0,1,2,4,3,15,2.21,0,0,0,0,0,0,0,1
7264,0,0,3,9,3,15,2.21,0,1,3,9,3,15,2.21,0,0,0,0,0,0,0,1
7264,0,0,4,16,3,17,2.21,0,1,4,16,3,17,2.21,0,0,0,0,0,0,0,1
7264,1,0,5,25,3,18,2.21,0,1,5,25,3,18,2.21,0,0,0,0,0,0,0,1
7270,0,0,1,1,7,9,2.5599999,0,1,1,1,7,9,2.5599999,0,0,0,0,0,0,0,1
7270,0,0,2,4,7,10,2.5599999,0,1,2,4,7,10,2.5599999,0,0,0,0,0,0,0,1
7270,0,0,3,9,7,10,2.5599999,0,1,3,9,7,10,2.5599999,0,0,0,0,0,0,0,1
7271,0,0,1,1,5,5,2.72,0,1,1,1,5,5,2.72,0,0,0,0,0,0,0,1
7271,0,0,2,4,5,6,2.72,0,1,2,4,5,6,2.72,0,0,0,0,0,0,0,1
7271,0,0,3,9,5,10,2.72,0,1,3,9,5,10,2.72,0,0,0,0,0,0,0,1
7271,0,0,4,16,5,13,2.72,0,1,4,16,5,13,2.72,0,0,0,0,0,0,0,1
7271,1,0,5,25,5,15,2.72,0,1,5,25,5,15,2.72,0,0,0,0,0,0,0,1
7285,0,0,1,1,7,7,3.6800001,0,1,1,1,7,7,3.6800001,0,0,0,0,0,0,0,1
7285,0,0,2,4,7,7,2.8800001,0,1,2,4,7,7,2.8800001,0,0,0,0,0,0,0,1
7285,0,0,3,9,7,9,2.8800001,0,1,3,9,7,9,2.8800001,0,0,0,0,0,0,0,1
7285,0,0,4,16,7,9,2.8800001,0,1,4,16,7,9,2.8800001,0,0,0,0,0,0,0,1
7285,0,0,5,25,7,10,2.8800001,0,1,5,25,7,10,2.8800001,0,0,0,0,0,0,0,1
7285,1,0,6,36,7,12,2.8800001,0,1,6,36,7,12,2.8800001,0,0,0,0,0,0,0,1
7289,0,0,1,1,5,0,1.97,0,1,1,1,5,0,1.97,0,0,0,0,0,0,0,1
7289,0,0,2,4,5,1,1.97,0,1,2,4,5,1,1.97,0,0,0,0,0,0,0,1
7289,0,0,3,9,5,1,1.97,0,1,3,9,5,1,1.97,0,0,0,0,0,0,0,1
7289,0,0,4,16,5,1,1.97,0,1,4,16,5,1,1.97,0,0,0,0,0,0,0,1
7289,0,0,5,25,5,1,1.97,0,1,5,25,5,1,1.97,0,0,0,0,0,0,0,1
7289,0,0,6,36,5,3,1.97,0,1,6,36,5,3,1.97,0,0,0,0,0,0,0,1
7289,0,0,7,49,5,3,1.97,0,1,7,49,5,3,1.97,0,0,0,0,0,0,0,1
7289,0,0,8,64,5,3,1.97,0,1,8,64,5,3,1.97,0,0,0,0,0,0,0,1
7289,1,0,9,81,5,6,1.97,0,1,9,81,5,6,1.97,0,0,0,0,0,0,0,1
7290,0,0,1,1,3,2,2.1800001,0,1,1,1,3,2,2.1800001,0,0,0,0,0,0,0,1
7290,0,0,2,4,3,2,2.1800001,0,1,2,4,3,2,2.1800001,0,0,0,0,0,0,0,1
7290,0,0,3,9,3,2,2.1800001,0,1,3,9,3,2,2.1800001,0,0,0,0,0,0,0,1
7290,0,0,4,16,3,3,2.1800001,0,1,4,16,3,3,2.1800001,0,0,0,0,0,0,0,1
7290,0,0,5,25,3,5,2.1800001,0,1,5,25,3,5,2.1800001,0,0,0,0,0,0,0,1
7291,0,0,1,1,6,12,2.3599999,0,1,1,1,6,12,2.3599999,0,0,0,0,0,0,0,1
7291,0,0,2,4,6,13,2.3599999,0,1,2,4,6,13,2.3599999,0,0,0,0,0,0,0,1
7291,0,0,3,9,6,15,2.3599999,0,1,3,9,6,15,2.3599999,0,0,0,0,0,0,0,1
7291,1,0,4,16,6,17,2.3599999,0,1,4,16,6,17,2.3599999,0,0,0,0,0,0,0,1
7293,0,0,1,1,4,2,2.1099999,0,1,1,1,4,2,2.1099999,0,0,0,0,0,0,0,1
7293,0,0,2,4,4,4,2.1099999,0,1,2,4,4,4,2.1099999,0,0,0,0,0,0,0,1
7293,0,0,3,9,4,4,2.1099999,0,1,3,9,4,4,2.1099999,0,0,0,0,0,0,0,1
7293,0,0,4,16,4,6,2.1099999,0,1,4,16,4,6,2.1099999,0,0,0,0,0,0,0,1
7293,0,0,5,25,4,7,2.1099999,0,1,5,25,4,7,2.1099999,0,0,0,0,0,0,0,1
7293,0,0,6,36,4,8,2.1099999,0,1,6,36,4,8,2.1099999,0,0,0,0,0,0,0,1
7293,0,0,7,49,4,9,2.1099999,0,1,7,49,4,9,2.1099999,0,0,0,0,0,0,0,1
7293,0,0,8,64,4,9,2.1099999,0,1,8,64,4,9,2.1099999,0,0,0,0,0,0,0,1
7293,0,0,9,81,4,9,2.1099999,0,1,9,81,4,9,2.1099999,0,0,0,0,0,0,0,1
7293,0,0,10,100,4,10,2.1099999,0,1,10,100,4,10,2.1099999,0,0,0,0,0,0,0,1
7293,1,0,11,121,4,12,2.1099999,0,1,11,121,4,12,2.1099999,0,0,0,0,0,0,0,0
7295,0,0,1,1,4.9499998,7,3.3599999,0,1,1,1,4.9499998,7,3.3599999,0,0,0,0,0,0,0,1
7295,0,0,2,4,4.9499998,8,3.3599999,0,1,2,4,4.9499998,8,3.3599999,0,0,0,0,0,0,0,1
7295,0,0,3,9,4.9499998,9,3.3599999,0,1,3,9,4.9499998,9,3.3599999,0,0,0,0,0,0,0,1
7295,0,0,4,16,4.9499998,11,3.3599999,0,1,4,16,4.9499998,11,3.3599999,0,0,0,0,0,0,0,1
7295,0,0,5,25,4.9499998,12,3.3599999,0,1,5,25,4.9499998,12,3.3599999,0,0,0,0,0,0,0,1
7295,0,0,6,36,4.9499998,14,3.3599999,0,1,6,36,4.9499998,14,3.3599999,0,0,0,0,0,0,0,1
7295,0,0,7,49,4.9499998,14,3.3599999,0,1,7,49,4.9499998,14,3.3599999,0,0,0,0,0,0,0,1
7295,1,0,8,64,4.9499998,24,3.3599999,0,1,8,64,4.9499998,24,3.3599999,0,0,0,0,0,0,0,1
7298,0,0,1,1,6,8,3.04,0,1,1,1,6,8,3.04,0,0,0,0,0,0,0,1
7298,0,0,2,4,6,9,3.04,0,1,2,4,6,9,3.04,0,0,0,0,0,0,0,1
7298,0,0,3,9,6,14,3.04,0,1,3,9,6,14,3.04,0,0,0,0,0,0,0,1
7298,1,0,4,16,6,21,3.04,0,1,4,16,6,21,3.04,0,0,0,0,0,0,0,1
7299,0,0,1,1,3,1,1.6799999,0,1,1,1,3,1,1.6799999,0,0,0,0,0,0,0,1
7299,0,0,2,4,3,2,1.6799999,0,1,2,4,3,2,1.6799999,0,0,0,0,0,0,0,1
7299,0,0,3,9,3,2,1.6799999,0,1,3,9,3,2,1.6799999,0,0,0,0,0,0,0,1
7299,0,0,4,16,3,2,1.6799999,0,1,4,16,3,2,1.6799999,0,0,0,0,0,0,0,1
7301,0,0,1,1,4.9499998,8,4.6399999,1,1,1,1,4.9499998,8,4.6399999,1,0,0,0,0,0,0,1
7301,0,0,2,4,4.9499998,11,4.6399999,1,1,2,4,4.9499998,11,4.6399999,1,0,0,0,0,0,0,1
7301,0,0,3,9,4.9499998,11,4.6399999,1,1,3,9,4.9499998,11,4.6399999,1,0,0,0,0,0,0,1
7301,1,0,4,16,4.9499998,11,4.6399999,1,1,4,16,4.9499998,11,4.6399999,1,0,0,0,0,0,0,1
7302,0,0,1,1,1,5,2.5599999,0,1,1,1,1,5,2.5599999,0,0,0,0,0,0,0,1
7302,0,0,2,4,1,6,2.5599999,0,1,2,4,1,6,2.5599999,0,0,0,0,0,0,0,1
7302,0,0,3,9,1,7,2.5599999,0,1,3,9,1,7,2.5599999,0,0,0,0,0,0,0,1
7302,1,0,4,16,1,7,2.5599999,0,1,4,16,1,7,2.5599999,0,0,0,0,0,0,0,1
7304,0,0,1,1,4,2,2.5599999,0,1,1,1,4,2,2.5599999,0,0,0,0,0,0,0,1
7304,0,0,2,4,4,2,2.5599999,0,1,2,4,4,2,2.5599999,0,0,0,0,0,0,0,1
7304,0,0,3,9,4,2,2.5599999,0,1,3,9,4,2,2.5599999,0,0,0,0,0,0,0,1
7304,1,0,4,16,4,2,2.5599999,0,1,4,16,4,2,2.5599999,0,0,0,0,0,0,0,1
7306,0,0,1,1,6,6,2.3599999,0,1,1,1,6,6,2.3599999,0,0,0,0,0,0,0,1
7306,0,0,2,4,6,6,2.3599999,0,1,2,4,6,6,2.3599999,0,0,0,0,0,0,0,1
7306,0,0,3,9,6,8,2.3599999,0,1,3,9,6,8,2.3599999,0,0,0,0,0,0,0,1
7306,0,0,4,16,6,8,2.3599999,0,1,4,16,6,8,2.3599999,0,0,0,0,0,0,0,1
7306,0,0,5,25,6,9,2.3599999,0,1,5,25,6,9,2.3599999,0,0,0,0,0,0,0,1
7306,0,0,6,36,6,9,2.3599999,0,1,6,36,6,9,2.3599999,0,0,0,0,0,0,0,1
7306,0,0,7,49,6,9,2.3599999,0,1,7,49,6,9,2.3599999,0,0,0,0,0,0,0,1
7306,1,0,8,64,6,11,3.2,0,1,8,64,6,11,3.2,0,0,0,0,0,0,0,1
7307,0,0,1,1,4.9499998,2,2.3900001,0,1,1,1,4.9499998,2,2.3900001,0,0,0,0,0,0,0,1
7307,0,0,2,4,4.9499998,3,2.3900001,0,1,2,4,4.9499998,3,2.3900001,0,0,0,0,0,0,0,1
7307,0,0,3,9,4.9499998,6,2.3900001,0,1,3,9,4.9499998,6,2.3900001,0,0,0,0,0,0,0,1
7307,0,0,4,16,4.9499998,8,2.3900001,0,1,4,16,4.9499998,8,2.3900001,0,0,0,0,0,0,0,1
7307,1,0,5,25,4.9499998,9,3.2,0,1,5,25,4.9499998,9,3.2,0,0,0,0,0,0,0,1
7309,0,0,1,1,5,7,3.3599999,0,1,1,1,5,7,3.3599999,0,0,0,0,0,0,0,1
7309,0,0,2,4,5,7,3.3599999,0,1,2,4,5,7,3.3599999,0,0,0,0,0,0,0,1
7309,0,0,3,9,5,8,3.3599999,0,1,3,9,5,8,3.3599999,0,0,0,0,0,0,0,1
7309,0,0,4,16,5,9,3.3599999,0,1,4,16,5,9,3.3599999,0,0,0,0,0,0,0,1
7309,0,0,5,25,5,10,3.3599999,0,1,5,25,5,10,3.3599999,0,0,0,0,0,0,0,1
7309,0,0,6,36,5,12,3.3599999,0,1,6,36,5,12,3.3599999,0,0,0,0,0,0,0,1
7309,0,0,7,49,5,15,3.3599999,0,1,7,49,5,15,3.3599999,0,0,0,0,0,0,0,1
7309,1,0,8,64,5,15,2.24,0,1,8,64,5,15,2.24,0,0,0,0,0,0,0,1
7314,0,0,1,1,7,6,3.52,0,1,1,1,7,6,3.52,0,0,0,0,0,0,0,1
7314,0,0,2,4,7,7,3.52,0,1,2,4,7,7,3.52,0,0,0,0,0,0,0,1
7314,0,0,3,9,7,7,3.52,0,1,3,9,7,7,3.52,0,0,0,0,0,0,0,1
7314,0,0,4,16,7,11,3.52,0,1,4,16,7,11,3.52,0,0,0,0,0,0,0,1
7314,1,0,5,25,7,14,3.52,0,1,5,25,7,14,3.52,0,0,0,0,0,0,0,1
7316,0,0,1,1,5,7,1.48,0,1,1,1,5,7,1.48,0,0,0,0,0,0,0,1
7316,0,0,2,4,5,7,1.48,0,1,2,4,5,7,1.48,0,0,0,0,0,0,0,1
7316,0,0,3,9,5,7,1.48,0,1,3,9,5,7,1.48,0,0,0,0,0,0,0,1
7316,0,0,4,16,5,7,1.48,0,1,4,16,5,7,1.48,0,0,0,0,0,0,0,1
7316,1,0,5,25,5,7,1.48,0,1,5,25,5,7,1.48,0,0,0,0,0,0,0,1
7319,0,0,1,1,6,4,3.3599999,0,1,1,1,6,4,3.3599999,0,0,0,0,0,0,0,1
7319,0,0,2,4,6,6,3.3599999,0,1,2,4,6,6,3.3599999,0,0,0,0,0,0,0,1
7319,0,0,3,9,6,7,3.3599999,0,1,3,9,6,7,3.3599999,0,0,0,0,0,0,0,1
7319,0,0,4,16,6,8,3.3599999,0,1,4,16,6,8,3.3599999,0,0,0,0,0,0,0,1
7319,0,0,5,25,6,10,3.3599999,0,1,5,25,6,10,3.3599999,0,0,0,0,0,0,0,1
7319,0,0,6,36,6,12,3.3599999,0,1,6,36,6,12,3.3599999,0,0,0,0,0,0,0,1
7319,0,0,7,49,6,12,3.3599999,0,1,7,49,6,12,3.3599999,0,0,0,0,0,0,0,1
7319,0,0,8,64,6,13,3.3599999,0,1,8,64,6,13,3.3599999,0,0,0,0,0,0,0,1
7319,1,0,9,81,6,13,1,0,1,9,81,6,13,1,0,0,0,0,0,0,0,1
7320,0,0,1,1,6,11,2.2,0,1,1,1,6,11,2.2,0,0,0,0,0,0,0,1
7320,0,0,2,4,6,12,2.2,0,1,2,4,6,12,2.2,0,0,0,0,0,0,0,1
7320,0,0,3,9,6,12,2.2,0,1,3,9,6,12,2.2,0,0,0,0,0,0,0,1
7320,1,0,4,16,6,12,2.2,0,1,4,16,6,12,2.2,0,0,0,0,0,0,0,1
7324,0,0,1,1,5,1,2.5599999,0,1,1,1,5,1,2.5599999,0,0,0,0,0,0,0,1
7324,0,0,2,4,5,1,2.5599999,0,1,2,4,5,1,2.5599999,0,0,0,0,0,0,0,1
7324,0,0,3,9,5,1,2.5599999,0,1,3,9,5,1,2.5599999,0,0,0,0,0,0,0,1
7324,0,0,4,16,5,1,2.5599999,0,1,4,16,5,1,2.5599999,0,0,0,0,0,0,0,1
7324,0,0,5,25,5,3,2.5599999,0,1,5,25,5,3,2.5599999,0,0,0,0,0,0,0,1
7324,0,0,6,36,5,4,2.5599999,0,1,6,36,5,4,2.5599999,0,0,0,0,0,0,0,1
7324,1,0,7,49,5,4,2.5599999,0,1,7,49,5,4,2.5599999,0,0,0,0,0,0,0,1
7326,0,0,1,1,3,1,2.72,0,1,1,1,3,1,2.72,0,0,0,0,0,0,0,1
7326,0,0,2,4,3,1,2.72,0,1,2,4,3,1,2.72,0,0,0,0,0,0,0,1
7326,0,0,3,9,3,1,2.72,0,1,3,9,3,1,2.72,0,0,0,0,0,0,0,1
7326,0,0,4,16,3,1,3.2,0,1,4,16,3,1,3.2,0,0,0,0,0,0,0,1
7326,0,0,5,25,3,1,3.2,0,1,5,25,3,1,3.2,0,0,0,0,0,0,0,1
7326,0,0,6,36,3,1,3.2,0,1,6,36,3,1,3.2,0,0,0,0,0,0,0,1
7326,0,0,7,49,3,2,3.2,0,1,7,49,3,2,3.2,0,0,0,0,0,0,0,1
7326,0,0,8,64,3,2,3.2,0,1,8,64,3,2,3.2,0,0,0,0,0,0,0,1
7326,0,0,9,81,3,2,3.2,0,1,9,81,3,2,3.2,0,0,0,0,0,0,0,1
7326,0,0,10,100,3,2,3.2,0,1,10,100,3,2,3.2,0,0,0,0,0,0,0,1
7326,0,0,11,121,3,3,3.2,0,1,11,121,3,3,3.2,0,0,0,0,0,0,0,0
7326,1,0,12,144,3,3,2.5599999,0,1,12,144,3,3,2.5599999,0,0,0,0,0,0,0,0
7327,0,0,1,1,4,8,4.48,1,1,1,1,4,8,4.48,1,0,0,0,0,0,0,1
7327,0,0,2,4,4,8,4.48,1,1,2,4,4,8,4.48,1,0,0,0,0,0,0,1
7327,0,0,3,9,4,9,4.48,1,1,3,9,4,9,4.48,1,0,0,0,0,0,0,1
7327,0,0,4,16,4,12,2.3599999,0,1,4,16,4,12,2.3599999,0,0,0,0,0,0,0,1
7327,0,0,5,25,4,14,2.3599999,0,1,5,25,4,14,2.3599999,0,0,0,0,0,0,0,1
7327,1,0,6,36,4,15,2.3599999,0,1,6,36,4,15,2.3599999,0,0,0,0,0,0,0,1
7328,0,0,1,1,4.9499998,2,3.52,0,1,1,1,4.9499998,2,3.52,0,0,0,0,0,0,0,1
7328,0,0,2,4,4.9499998,2,3.52,0,1,2,4,4.9499998,2,3.52,0,0,0,0,0,0,0,1
7328,0,0,3,9,4.9499998,2,3.52,0,1,3,9,4.9499998,2,3.52,0,0,0,0,0,0,0,1
7328,0,0,4,16,4.9499998,2,3.52,0,1,4,16,4.9499998,2,3.52,0,0,0,0,0,0,0,1
7328,0,0,5,25,4.9499998,2,3.52,0,1,5,25,4.9499998,2,3.52,0,0,0,0,0,0,0,1
7328,0,0,6,36,4.9499998,2,3.52,0,1,6,36,4.9499998,2,3.52,0,0,0,0,0,0,0,1
7328,0,0,7,49,4.9499998,3,3.52,0,1,7,49,4.9499998,3,3.52,0,0,0,0,0,0,0,1
7328,0,0,8,64,4.9499998,4,3.52,0,1,8,64,4.9499998,4,3.52,0,0,0,0,0,0,0,1
7328,0,0,9,81,4.9499998,6,3.52,0,1,9,81,4.9499998,6,3.52,0,0,0,0,0,0,0,1
7328,1,0,10,100,4.9499998,6,1,0,1,10,100,4.9499998,6,1,0,0,0,0,0,0,0,1
7332,0,0,1,1,5,3,1.96,0,1,1,1,5,3,1.96,0,0,0,0,0,0,0,1
7332,0,0,2,4,5,3,1.96,0,1,2,4,5,3,1.96,0,0,0,0,0,0,0,1
7332,1,0,3,9,5,3,1.47,0,1,3,9,5,3,1.47,0,0,0,0,0,0,0,1
7339,0,0,1,1,6,3,1.79,0,1,1,1,6,3,1.79,0,0,0,0,0,0,0,1
7339,0,0,2,4,6,4,1.79,0,1,2,4,6,4,1.79,0,0,0,0,0,0,0,1
7339,0,0,3,9,6,7,1.79,0,1,3,9,6,7,1.79,0,0,0,0,0,0,0,1
7339,0,0,4,16,6,7,1.79,0,1,4,16,6,7,1.79,0,0,0,0,0,0,0,1
7339,1,0,5,25,6,8,1.79,0,1,5,25,6,8,1.79,0,0,0,0,0,0,0,1
7342,0,0,1,1,5,5,3.52,0,1,1,1,5,5,3.52,0,0,0,0,0,0,0,1
7342,0,0,2,4,5,7,3.52,0,1,2,4,5,7,3.52,0,0,0,0,0,0,0,1
7342,0,0,3,9,5,8,3.52,0,1,3,9,5,8,3.52,0,0,0,0,0,0,0,1
7342,0,0,4,16,5,10,3.52,0,1,4,16,5,10,3.52,0,0,0,0,0,0,0,1
7342,1,0,5,25,5,13,3.52,0,1,5,25,5,13,3.52,0,0,0,0,0,0,0,1
7343,0,0,1,1,5,1,2.52,0,1,1,1,5,1,2.52,0,0,0,0,0,0,0,1
7343,0,0,2,4,5,1,2.52,0,1,2,4,5,1,2.52,0,0,0,0,0,0,0,1
7343,0,0,3,9,5,1,2.52,0,1,3,9,5,1,2.52,0,0,0,0,0,0,0,1
7343,0,0,4,16,5,1,2.52,0,1,4,16,5,1,2.52,0,0,0,0,0,0,0,1
7343,0,0,5,25,5,2,2.52,0,1,5,25,5,2,2.52,0,0,0,0,0,0,0,1
7343,0,0,6,36,5,5,2.52,0,1,6,36,5,5,2.52,0,0,0,0,0,0,0,1
7343,1,0,7,49,5,5,2.52,0,1,7,49,5,5,2.52,0,0,0,0,0,0,0,1
7347,0,0,1,1,5,1,2.72,0,1,1,1,5,1,2.72,0,0,0,0,0,0,0,1
7347,0,0,2,4,5,3,2.72,0,1,2,4,5,3,2.72,0,0,0,0,0,0,0,1
7347,0,0,3,9,5,3,2.72,0,1,3,9,5,3,2.72,0,0,0,0,0,0,0,1
7347,0,0,4,16,5,3,2.72,0,1,4,16,5,3,2.72,0,0,0,0,0,0,0,1
7347,0,0,5,25,5,3,2.72,0,1,5,25,5,3,2.72,0,0,0,0,0,0,0,1
7347,0,0,6,36,5,3,2.72,0,1,6,36,5,3,2.72,0,0,0,0,0,0,0,1
7347,0,0,7,49,5,4,2.72,0,1,7,49,5,4,2.72,0,0,0,0,0,0,0,1
7348,0,0,1,1,5,0,1.9400001,0,1,1,1,5,0,1.9400001,0,0,0,0,0,0,0,1
7348,0,0,2,4,5,0,1.9400001,0,1,2,4,5,0,1.9400001,0,0,0,0,0,0,0,1
7348,0,0,3,9,5,0,1.9400001,0,1,3,9,5,0,1.9400001,0,0,0,0,0,0,0,1
7348,1,0,4,16,5,1,1.9400001,0,1,4,16,5,1,1.9400001,0,0,0,0,0,0,0,1
7349,0,0,1,1,5,12,2.1199999,0,1,1,1,5,12,2.1199999,0,0,0,0,0,0,0,1
7349,0,0,2,4,5,13,2.1199999,0,1,2,4,5,13,2.1199999,0,0,0,0,0,0,0,1
7349,0,0,3,9,5,14,2.1199999,0,1,3,9,5,14,2.1199999,0,0,0,0,0,0,0,1
7349,0,0,4,16,5,15,2.1199999,0,1,4,16,5,15,2.1199999,0,0,0,0,0,0,0,1
7349,1,0,5,25,5,17,2.1199999,0,1,5,25,5,17,2.1199999,0,0,0,0,0,0,0,1
7350,0,0,1,1,4.9499998,1,3.6800001,0,1,1,1,4.9499998,1,3.6800001,0,0,0,0,0,0,0,1
7350,0,0,2,4,4.9499998,1,3.6800001,0,1,2,4,4.9499998,1,3.6800001,0,0,0,0,0,0,0,1
7350,0,0,3,9,4.9499998,2,3.6800001,0,1,3,9,4.9499998,2,3.6800001,0,0,0,0,0,0,0,1
7350,0,0,4,16,4.9499998,3,3.6800001,0,1,4,16,4.9499998,3,3.6800001,0,0,0,0,0,0,0,1
7350,0,0,5,25,4.9499998,8,3.6800001,0,1,5,25,4.9499998,8,3.6800001,0,0,0,0,0,0,0,1
7350,1,0,6,36,4.9499998,10,3.6800001,0,1,6,36,4.9499998,10,3.6800001,0,0,0,0,0,0,0,1
7354,0,0,1,1,5,11,3.6800001,0,1,1,1,5,11,3.6800001,0,0,0,0,0,0,0,1
7354,0,0,2,4,5,17,3.6800001,0,1,2,4,5,17,3.6800001,0,0,0,0,0,0,0,1
7354,0,0,3,9,5,18,3.6800001,0,1,3,9,5,18,3.6800001,0,0,0,0,0,0,0,1
7354,0,0,4,16,5,19,3.6800001,0,1,4,16,5,19,3.6800001,0,0,0,0,0,0,0,1
7354,0,0,5,25,5,20,3.6800001,0,1,5,25,5,20,3.6800001,0,0,0,0,0,0,0,1
7354,0,0,6,36,5,23,3.6800001,0,1,6,36,5,23,3.6800001,0,0,0,0,0,0,0,1
7354,1,0,7,49,5,32,3.6800001,0,1,7,49,5,32,3.6800001,0,0,0,0,0,0,0,1
7355,0,0,1,1,4.9499998,6,3.2,0,1,1,1,4.9499998,6,3.2,0,0,0,0,0,0,0,1
7355,0,0,2,4,4.9499998,9,3.2,0,1,2,4,4.9499998,9,3.2,0,0,0,0,0,0,0,1
