Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major
4,4,1,5,5,3,5,1,1,3,5,1,1,4,5,11170,7377,3695,6372,4431,5499,3804,3309,2643,17803,4611,9067,4428,5260,3456,768,94,108,3,5,2,5,6,5,5,7,3,5,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,22,1,6,1,3,2,1,3,Legal studies (paralegal)
5,4,2,3,2,4,4,2,1,5,4,3,2,2,5,6218,12905,7319,9200,12184,16368,5192,2760,4983,8736,9992,41400,6256,6448,11487,338,163,277,2,5,5,4,7,7,6,6,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,1,2,26,1,1,1,1,1,1,1,Electronics and Communication Engineering
5,3,1,4,4,5,5,1,1,4,5,3,1,2,5,4028,7971,1178,4399,1141,6399,3544,1936,2659,4502,4532,3181,4099,3581,4435,2,62,96,5,5,2,5,7,5,3,6,1,2,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,1,1,17,2,2,2,4,2,1,2,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16743,16865,5068,4000,3450,5262,7555,3116,4394,8387,7801,7295,5928,6496,5184,32,111,379,1,1,7,2,6,7,1,2,7,2,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,1,2,18,1,2,1,5,2,1,2,
5,5,5,5,5,5,1,5,3,5,5,3,3,3,5,5380,19366,3520,5447,5905,5874,7367,3253,6076,5720,4906,7255,5583,7961,3736,1,99,84,7,1,7,5,7,1,7,1,5,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,2,3,2,1,21,1,12,1,4,2,1,3,
5,4,1,4,3,4,2,1,2,4,5,3,1,3,5,12154,6592,4405,8185,16039,8686,8471,7404,6597,9976,8949,13302,4927,18615,4816,24,141,159,2,7,5,5,7,7,6,3,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,3,1,1,19,1,1,5,4,1,1,3,
1,1,2,1,2,2,2,2,1,5,1,2,2,1,3,13047,16689,9318,22327,9344,13459,22914,8315,14723,8085,10853,14717,16492,16773,11111,5,210,185,3,6,3,6,3,6,4,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,14,1,2,1,4,2,1,1,
3,4,5,1,3,1,4,5,3,3,4,2,4,4,5,11140,15166,11337,10128,8424,8401,8631,6048,56216,20256,8008,31752,8304,17400,13240,1,236,166,1,5,4,7,5,7,1,5,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1,18,1,7,1,5,2,1,2,
1,5,1,1,5,4,5,5,5,1,5,5,1,4,5,8350,5461,4441,5984,4264,5623,5825,3369,4158,7793,4369,5695,5144,6983,3419,5,82,133,2,1,7,2,7,7,7,5,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,30,0,4,1,4,2,2,3,Intelligence Studies
5,5,3,3,4,4,4,5,2,5,5,3,4,3,5,7575,12240,9553,6008,6440,7216,5720,2240,5768,4913,4872,10080,5168,7232,4872,18,101,166,7,1,6,1,7,1,7,5,7,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,3,2,1,1,36,1,2,1,4,1,1,2,Computer Science
4,2,1,1,1,1,1,2,1,5,2,1,1,2,5,730,17650,6522,6540,4893,5792,6160,5618,5242,5022,6169,5328,6366,7238,5140,15,95,95,6,1,3,1,7,3,5,5,7,7,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,2,1,1,29,2,5,1,4,2,1,5,business
4,2,3,2,4,4,3,4,4,4,2,2,4,4,4,4071,4534,4939,3364,3664,3102,3255,2098,4267,4388,4296,3896,2520,3745,1305,410,54,83,3,5,2,6,4,5,5,7,2,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,18,1,1,1,4,2,1,1,Psychology
3,4,1,5,4,4,3,2,3,4,4,3,1,5,5,13940,10296,5051,6384,5868,4565,9229,2896,4302,5519,5351,6254,4986,5855,3788,17,96,107,5,5,5,5,5,5,5,3,4,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,2,1,38,1,12,1,4,1,2,3,
2,2,1,1,1,1,1,1,1,3,1,1,1,1,2,732436,10666,6344,3680,2657,5728,6409,1954,4329,9073,13346,5248,3337,3858,4329,2424,815,77,3,5,5,3,5,5,3,1,6,5,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,3,1,1,28,2,2,1,5,1,2,2,Biochemistry
3,3,4,1,2,3,1,5,3,4,4,1,5,4,5,31244,14167,20992,7600,10447,15328,5352,12095,5704,5415,10736,10096,4360,5392,4320,487,164,145,4,3,2,5,6,4,6,6,5,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,18,1,1,1,4,2,1,2,
4,1,4,1,1,4,1,1,1,5,4,1,1,1,5,9974,9504,14623,6015,902,9949,4119,2849,3247,11185,5365,9738,1380,6868,3215,171,102,86,3,6,3,6,7,3,5,5,2,3,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,2,2,2,2,19,1,1,2,4,2,1,2,business
4,4,2,4,2,4,2,3,2,3,4,3,2,2,4,8368,10007,7912,6216,7128,6761,9319,7537,5536,8743,7008,9208,6760,7200,13352,15,123,163,2,5,5,5,4,4,6,5,3,2,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,1,47,1,6,1,4,2,2,3,Business
5,5,1,3,1,5,5,1,3,5,3,2,0,3,5,10975,10684,27519,15083,9996,29828,6293,4335,7860,22992,58386,10069,0,17260,33453,3,270,238,6,7,5,2,3,4,7,1,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,4,3,2,2,26,1,2,1,4,2,1,1,
5,5,1,5,5,5,5,5,5,5,5,5,3,5,5,5529,13715,1515,5096,6626,4353,3851,5196,1455,4237,3081,4270,6433,4707,2624,14,75,109,5,6,2,5,7,5,3,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,27,3,1,5,4,2,1,3,animation
5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,2643,4201,4343,3604,3540,6182,5034,3382,3832,3767,9579,2628,4702,2108,18080,25,117,174,1,6,1,7,5,6,3,7,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,1,2,16,1,1,1,4,2,1,1,
4,4,1,4,5,3,5,1,2,5,4,5,1,5,5,9046,11748,5192,6640,7357,7349,5363,4264,6096,5810,12043,8294,3494,4716,5852,2345,105,115,2,7,5,5,5,6,6,6,3,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,3,2,2,21,2,4,2,4,1,1,1,
4,2,4,5,5,3,3,5,4,4,5,3,2,4,5,6747,14950,5984,4494,7452,6824,10359,1938,6279,6582,6418,6430,6959,8676,12967,4,115,106,2,2,5,6,6,6,7,4,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,20,1,12,1,4,2,1,2,Biology
3,2,1,2,3,2,2,2,1,4,4,2,1,1,5,21070,6282,3955,4371,14902,15540,11127,4490,5290,7076,7952,11130,4213,7808,7137,6,135,143,5,5,3,4,7,6,7,3,7,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,2,1,25,1,7,2,4,1,1,3,English
4,4,1,4,3,4,5,1,1,1,3,4,1,5,5,20852,10378,6721,4203,9349,7397,10139,2633,5682,8338,8541,10218,6054,7590,4123,4,124,281,4,3,6,5,7,5,7,5,4,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,53,1,12,1,5,1,2,3,art
5,1,4,5,1,5,5,5,3,5,5,4,5,4,4,8775,81757,19817,11759,30499,6634,14377,4003,5647,5551,6654,8412,4721,8075,6248,1,368,127,2,3,5,6,6,7,7,5,2,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,2,1,1,1,17,1,6,5,4,2,1,3,
5,1,1,1,2,2,1,1,1,2,3,1,1,1,5,17237,12483,14679,3969,8647,5144,5616,2632,5296,5776,9308,11728,9711,7209,33212,1,154,132,2,1,5,7,7,5,6,7,7,2,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,16,1,3,2,5,2,1,2,none
1,5,1,1,1,1,1,2,1,5,1,2,1,1,4,8701,32534,4302,6373,3400,6135,1829,7127,5483,141370,243606,6385,4734,5211,5725,1,484,116,3,6,7,6,7,6,7,2,4,2,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,2,1,16,1,6,1,4,2,1,2,
2,5,1,5,4,5,5,1,2,1,2,5,1,2,5,10900,9410,6894,7253,10753,9161,8659,4621,7068,14456,10957,11510,7059,9453,6120,4,136,203,1,7,2,1,2,7,3,1,7,2,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,2,3,1,2,21,1,4,3,4,2,1,4,philosophy
2,3,1,1,2,2,1,1,1,2,1,1,1,2,4,10485,7123,4251,4452,7841,12716,5135,807,2344,6734,1666,4857,10883,7767,4759,3,93,109,1,6,6,5,6,7,5,4,3,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,2,2,1,22,1,2,2,4,2,1,2,Health science
5,2,5,5,5,3,1,5,2,4,5,1,4,4,4,10130,1065,2582,2501,2983,7615,1148,4020,1866,6867,6067,5783,2766,4201,3867,21,66,108,6,4,5,2,5,2,5,4,4,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,18,1,1,2,4,1,1,3,Biology
5,2,5,3,5,5,2,5,4,4,5,3,5,4,5,6738,7953,3885,5314,4771,5881,8283,2651,4998,9652,5234,6719,4549,7514,4586,9,90,171,2,6,7,6,3,7,7,1,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,16,1,6,2,4,2,1,3,psychology
5,5,1,1,1,4,5,1,1,1,5,5,1,5,5,19063,12228,9396,10115,9968,12322,6442,9300,7114,17986,8077,6928,11474,14733,10072,13,168,274,4,6,5,6,7,4,5,5,4,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,2,1,1,2,21,1,6,1,1,1,1,3,Mechanical Engineering
5,5,1,1,1,5,3,5,1,3,5,1,5,3,5,20936,11434,14134,8625,8457,8125,10234,7481,11658,7494,7141,9593,8891,12999,7026,21,195,267,1,1,5,2,7,7,7,7,7,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,2,3,2,2,18,3,10,3,1,2,1,2,Mathematics 
5,2,1,2,5,3,1,1,2,3,3,1,1,2,5,6355,20458,3759,15131,12422,13894,4598,9083,18648,20242,10660,19397,13583,11851,6419,9,188,342,5,1,5,5,7,6,7,2,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,2,1,22,1,12,2,4,1,1,4,i am a high school dropout with PTSD/schizoaf
3,3,2,2,3,4,4,2,1,4,4,2,3,4,5,15740,9697,6640,7889,15959,9067,9984,5668,5049,8110,7201,9768,8017,9132,11946,4,142,148,2,6,4,6,4,7,5,7,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,2,2,1,18,2,1,1,5,2,1,3,Veterinary
4,4,3,3,4,4,3,3,2,3,4,3,3,4,4,6997,3847,3436,3948,3952,4483,4950,2850,3470,2788,14481,6086,3432,3434,3916,322,75,70,4,5,3,4,5,5,4,5,4,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,23,1,1,2,5,2,1,1,
5,5,4,4,5,5,2,4,1,4,4,4,2,2,5,7273,6658,6540,5544,5903,8132,7638,6460,7494,8940,6067,6997,9087,8015,8470,5,111,188,1,6,2,5,4,5,2,7,4,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,3,1,18,2,2,3,4,2,1,5,
1,2,1,1,1,4,2,2,1,4,4,1,1,1,3,5233,8584,3705,3164,10141,3537,4386,4005,2175,4603,6253,6299,3513,4709,8041,2118,80,96,6,1,3,5,7,3,7,3,3,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,3,2,2,1,22,1,1,2,4,1,1,2,Theatre
1,5,1,1,5,3,1,1,5,5,1,1,3,5,4,9830,5902,4613,3521,3544,5134,8211,852,3376,11295,3658,4526,10408,8195,9616,652,94,126,1,5,6,5,7,6,3,6,7,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,1,2,13,1,8,1,1,2,1,2,
4,2,3,1,1,4,1,1,1,4,4,2,1,1,5,7910,11916,5230,7664,4620,10767,7873,5441,3844,12718,10646,5978,5464,7812,7048,156,116,130,3,7,4,6,6,5,4,6,4,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,1,2,21,1,6,1,4,1,1,2,philosophy
4,4,2,4,4,4,4,2,2,4,4,4,2,4,4,4630,5170,2912,3565,2632,3917,2862,1597,2813,5092,3385,3043,1386,4390,1546,2,50,112,3,3,6,2,5,5,4,4,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,18,1,4,1,4,1,1,0,Pre-Vet
5,4,3,2,5,3,5,2,4,5,3,3,3,4,5,7002,7072,2840,5793,5133,7792,10484,5180,7649,21426,11082,5451,4111,5326,3722,2,111,147,4,6,4,7,6,5,6,5,2,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,2,20,1,2,1,4,2,1,2,engineering
4,3,1,2,1,4,4,5,1,4,3,1,1,1,5,4656,8640,7159,4856,4432,4344,2992,3344,4000,7808,4744,6224,3544,3576,3784,13,75,99,2,6,5,7,7,3,7,3,5,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,1,35,1,3,5,4,1,3,2,Social Work
2,1,4,4,3,1,1,4,1,5,1,1,3,2,3,34470,13592,14560,13871,14077,19531,6628,5746,9241,8027,128105,9187,9109,14117,6140,3,308,211,6,1,5,2,6,5,7,2,7,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,17,1,12,1,5,2,1,2,
4,2,1,1,4,4,4,2,1,4,2,2,1,2,5,5307,12086,5154,7758,3119,7441,5907,4053,10311,12646,7690,11430,9561,9310,7457,52492,121,88,2,5,2,5,6,5,5,6,1,2,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2,3,2,2,19,1,2,2,1,2,1,2,nepali
4,1,1,1,4,1,1,1,1,1,1,1,1,3,2,5911,11915,3029,5065,5908,3286,1786,4231,1615,2754,7725,37199,3756,11138,42312,24,149,227,6,5,6,7,7,3,6,4,5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,3,2,1,22,1,2,5,5,2,1,1,Environmental studies
3,1,1,1,1,1,2,1,1,1,1,2,1,1,4,9452,18735,4624,4288,7799,4634,10207,1916,21788,9646,8520,37495,1885,17243,16357,10,178,120,3,5,7,5,4,6,7,2,6,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,1,22,1,9,1,4,1,1,3,Geography
1,1,1,1,4,1,1,1,1,4,4,1,1,1,1,7491,6851,6642,5328,4779,1986,3934,1867,7443,5096,8581,3305,1763,2724,3588,4,74,90,4,1,6,3,6,5,7,5,7,4,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,3,1,1,19,1,1,1,5,2,1,3,
5,5,4,5,5,5,5,3,3,5,5,5,3,3,5,17189,14834,27250,53849,26645,36965,17045,13028,11848,29797,21607,26312,16947,12952,11137,53,340,214,1,6,4,7,5,6,6,5,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,22,1,3,1,1,2,1,2,Science of Education
1,3,1,1,1,3,1,1,1,2,1,1,1,4,3,6166,19382,6096,5250,5576,4416,3837,2130,6507,6964,20110,5704,3748,8191,9825,4,117,90,6,5,1,3,7,1,4,7,5,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,1,2,1,18,1,2,1,5,2,1,7,N/A
3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,7376,15152,4106,7162,7931,7126,5665,3440,2850,6612,5853,9043,4855,8390,14046,5,113,92,1,5,3,5,7,7,4,5,1,7,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,2,3,1,13,2,0,0,4,2,0,1,
5,4,2,2,3,5,2,5,2,2,5,1,4,4,5,5425,11837,7928,4155,6378,30050,6750,7984,2299,12817,11752,6458,11341,4614,4281,3,135,134,2,5,7,5,7,7,5,3,6,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,3,1,1,18,1,4,3,4,2,1,2,
3,3,1,3,5,5,1,1,1,1,5,1,1,5,5,14779,1334,19485,7035,8434,5385,6751,3099,3965,18321,6198,5433,3884,4733,6570,3,117,211,2,6,6,3,6,7,3,2,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,0,1,21,1,2,1,0,2,1,3,
1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,35169,49353,6207,8173,5088,7018,6579,3725,7118,5103,9911,6370,11503,4648,1099,33,172,212,0,0,0,0,7,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,42,1,4,1,4,2,1,3,College
4,4,2,2,4,2,4,2,1,5,2,2,4,3,5,4778,7628,1982,3391,7250,9065,3983,3135,4520,5820,5133,8128,1014,8874,7367,17,83,119,2,5,3,5,5,3,1,5,3,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,2,1,16,1,9,1,4,2,1,2,
5,5,3,3,3,5,4,5,4,5,5,5,4,3,5,5776,6755,4775,7416,9262,7781,9966,5128,8454,11133,11849,7018,6632,24056,5308,4,132,154,3,3,3,6,5,5,6,5,7,3,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,3,2,1,27,1,1,2,4,2,1,2,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7541,1185,1587,3541,1620,2273,2437,1352,1854,3324,11909,1302,1086,2890,3156,1,51,104,6,5,7,3,6,5,6,1,5,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,4,2,2,1,62,1,1,1,4,1,3,3,physics
3,2,2,2,4,2,2,3,1,3,4,3,2,2,4,9024,5634,4165,4283,3680,9733,6242,7296,3333,8115,4464,25512,5814,3815,5233,1,108,85,2,2,5,5,6,7,7,5,5,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,27,1,1,3,4,2,1,3,Psychology 
2,1,1,1,4,1,1,1,1,2,4,1,1,1,2,4043,5772,1816,2696,4265,2592,2568,3184,1752,3544,4800,7999,1864,1920,4729,2,56,104,6,3,6,4,6,2,7,6,6,3,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,18,1,1,2,4,1,1,3,History and Politics
3,4,1,4,5,4,1,4,1,4,4,1,2,1,4,5529,5837,3641,14621,5427,4529,4782,2802,2947,4792,4792,4900,6217,6041,3406,1874,83,137,3,1,6,1,6,5,6,2,3,5,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,2,1,1,1,21,1,6,2,4,1,1,9,business
2,2,2,2,5,2,2,2,1,5,2,1,1,4,5,14380,9359,7685,1431,7009,5635,3413,3293,3382,3965,9249,6987,5137,5190,4339,2,93,117,1,5,7,7,6,7,7,1,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,14,0,7,1,4,2,1,3,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5731,11204,3367,4899,9885,11807,5779,5762,4148,5811,13998,7821,5280,6271,4952,4,109,132,2,5,4,2,6,6,2,3,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,23,1,1,4,4,2,1,3,Physics
5,2,4,2,4,2,4,4,5,4,5,2,4,5,5,6828,13098,14296,8324,11034,6947,14919,4620,5873,23427,4949,10790,15900,6778,5302,12,157,155,3,3,7,6,5,6,7,6,5,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,1,1,17,1,6,1,4,2,1,2,
4,1,2,5,2,4,3,4,1,4,3,1,1,1,2,7467,6413,10471,2839,5230,13723,11711,6025,5821,11624,8300,5227,5983,8332,6987,26,118,110,2,5,5,7,6,7,5,5,3,4,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,3,1,2,2,21,1,4,1,1,2,1,3,Literature
5,1,5,4,5,5,5,3,4,5,5,5,3,5,5,13524,71835,28167,53704,7569,11200,9344,20168,7319,7377,31064,8832,27848,53632,5104,74,358,296,7,3,4,5,6,1,7,6,6,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,29,1,2,1,5,2,1,2,Combined Social Sciences
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6694,6546,4576,7385,3047,5325,3464,4780,5187,4988,5038,14151,2104,2683,2648,4,84,165,4,6,6,7,7,5,3,3,1,6,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,2,3,2,2,24,1,10,5,2,2,1,6,
4,2,1,2,3,2,1,1,1,3,3,1,1,2,2,5742,12366,4528,6441,5551,7849,9280,2831,2792,5720,11239,6960,5025,9152,5216,32,101,155,2,1,7,1,5,6,3,4,4,2,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,4,1,1,2,22,1,6,1,5,2,1,2,software engineering
4,1,1,1,1,1,1,1,1,4,1,1,1,1,4,8971,9234,3368,37088,3663,7819,5399,1654,3636,5560,9735,21602,4625,4568,17648,2,149,162,5,5,3,5,5,3,5,6,5,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,1,1,18,1,7,1,4,2,1,1,
1,4,1,2,4,2,1,1,1,3,3,1,1,2,3,9372,14939,8785,9585,74946,11753,13078,7069,5266,9989,11033,13041,6764,18674,26400,11,242,225,1,5,2,6,7,1,4,7,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,2,1,15,1,2,2,4,2,1,2,
4,3,1,1,1,1,2,1,1,1,2,1,1,1,1,10441,9120,5022,5503,4335,6200,11151,2883,3918,7897,8555,10618,4390,5227,5274,4,102,144,6,1,6,1,6,2,7,2,7,3,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,3,1,1,49,1,2,1,4,2,3,4,Biology
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4232,6315,3514,2036,2292,2689,5119,2754,4072,11417,5825,4020,3839,3808,11350,6,73,80,2,5,2,7,2,7,7,3,1,5,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,2,2,1,1,14,1,2,3,4,2,1,3,N/A
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8676,8919,2472,3417,5858,6075,10792,2116,5731,1874,1232,1222,1734,1718,1069,4,64,229,6,4,6,2,6,5,5,2,6,2,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,4,2,2,2,48,1,6,1,4,2,2,3,"sociology, law"
5,5,5,5,5,5,3,5,3,3,4,5,5,5,5,5356,9522,4542,2658,3339,3911,5887,2850,6968,3185,3868,3604,4354,6666,2596,10,71,142,2,6,1,7,4,4,6,5,3,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,18,1,2,1,4,2,1,1,
3,1,1,3,2,1,1,1,1,1,1,1,1,1,5,5526,4179,3155,5526,9079,5898,3830,2678,3324,10848,5419,5013,5030,5760,5144,2,81,77,5,5,4,5,5,4,6,2,4,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,2,1,2,1,16,2,2,3,0,2,1,3,
2,1,1,2,1,4,1,1,1,2,4,1,1,1,1,21898,4732,3040,5129,3307,3546,2558,4673,5010,5039,6705,4225,1273,5564,4279,231,84,109,2,6,6,1,6,7,3,3,7,6,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,2,1,1,1,20,1,2,1,4,2,1,1,
2,2,3,1,2,1,2,3,2,4,2,1,3,3,2,5902,8628,3193,3782,5565,5062,3324,1534,5055,8092,3799,3745,3538,7317,1584,3,74,126,2,4,6,5,3,7,5,5,6,3,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,2,2,2,1,18,1,2,1,4,2,1,2,
2,3,4,1,1,2,2,4,2,4,3,2,2,1,5,23682,9471,5118,8141,5779,5693,5835,5841,6360,4752,12502,8232,6100,6435,6786,13,126,161,5,3,5,3,7,5,7,3,5,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4,2,2,1,41,3,12,1,4,2,1,2,visual art
3,1,1,1,2,2,1,1,1,4,3,1,1,1,3,15423,3283,7528,5562,14806,12276,11169,1839,2632,5256,6725,7623,5936,3827,5668,33,114,107,1,3,5,6,5,7,6,3,5,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,2,2,1,32,1,7,2,4,1,2,3,Science Technology & Culture
5,5,4,4,5,4,5,5,4,5,5,5,4,5,5,5638,5378,4609,4519,3720,5313,1815,8505,5442,4093,4844,4041,4928,7181,4132,77,76,101,6,7,6,1,7,5,3,6,6,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,2,3,1,2,18,1,2,1,4,1,1,3,
1,1,1,2,1,2,1,3,1,4,1,1,4,1,2,15650,9585,7206,9251,7630,10547,5845,4847,6700,13508,8306,8220,16546,6215,12803,2,144,185,6,7,7,2,6,4,6,1,6,5,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,2,1,1,2,18,1,6,1,4,1,1,2,
5,5,4,5,5,5,5,5,5,5,5,5,3,3,5,10926,18100,6894,6931,6230,8542,6130,10186,7602,10710,5190,8496,8336,7441,6392,5,129,533,2,7,6,7,3,2,7,3,1,2,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,1,1,72,1,4,1,4,1,2,13,
5,5,1,1,3,5,3,1,5,5,3,1,1,1,5,8290,9677,7730,14540,9331,8610,9536,4907,9857,12096,8160,14487,7894,6453,6760,4,140,194,7,7,7,5,2,1,7,5,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,2,25,1,4,1,3,2,1,3,sports science
4,1,1,3,2,1,1,1,1,4,1,1,1,1,4,5741,7214,3969,8287,5118,6439,7808,2470,4304,8860,7151,4413,1706,3052,4649,612,84,93,4,1,2,3,6,5,5,7,6,2,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,3,1,35,1,2,5,4,1,2,2,Law
4,2,4,1,3,3,2,4,1,4,2,3,1,4,4,12476,11712,6827,10131,6925,17089,7169,4634,5755,8583,8024,10727,8516,12287,8728,4,141,158,4,6,3,6,4,5,2,6,3,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,37,1,1,1,1,1,1,3,engineering
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8019,6488,2992,4399,12753,7362,5970,2800,3061,4487,14909,5770,2134,3450,4073,6,90,152,3,7,6,5,6,4,7,5,4,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,1,2,48,1,1,1,4,2,1,2,"physics, classical philosophy"
