"Count","Month","Sex","Type"
35,2018-11-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
47,2018-12-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
57,2019-01-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
29,2019-02-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
37,2019-03-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
44,2019-04-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
54,2019-05-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
37,2019-06-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
59,2019-07-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
40,2019-08-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
41,2019-09-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
45,2019-10-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
50,2019-11-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
41,2019-12-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
60,2020-01-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
50,2020-02-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
53,2020-03-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
35,2020-04-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
52,2020-05-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
40,2020-06-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
48,2020-07-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
51,2020-08-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
53,2020-09-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
37,2020-10-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
38,2020-11-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
40,2020-12-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
38,2021-01-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
31,2021-02-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
35,2021-03-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
33,2021-04-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
23,2021-05-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
31,2021-06-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
36,2021-07-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
37,2021-08-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
33,2021-09-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
30,2021-10-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
37,2021-11-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
34,2021-12-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
31,2022-01-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
22,2022-02-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
31,2022-03-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
37,2022-04-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
23,2022-05-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
37,2022-06-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
40,2022-07-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
52,2022-08-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
39,2022-09-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
29,2022-10-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
39,2022-11-01,"Female","Prohibited and Regulated Weapons and Explosives Offences"
226,2014-07-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
231,2014-08-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
248,2014-09-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
241,2014-10-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
218,2014-11-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
256,2014-12-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
218,2015-01-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
224,2015-02-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
236,2015-03-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
209,2015-04-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
229,2015-05-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
213,2015-06-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
203,2015-07-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
217,2015-08-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
239,2015-09-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
256,2015-10-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
204,2015-11-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
253,2015-12-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
230,2016-01-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
219,2016-02-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
231,2016-03-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
211,2016-04-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
239,2016-05-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
317,2016-06-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
236,2016-07-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
255,2016-08-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
221,2016-09-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
272,2016-10-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
226,2016-11-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
227,2016-12-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
247,2017-01-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
203,2017-02-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
219,2017-03-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
185,2017-04-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
211,2017-05-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
215,2017-06-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
224,2017-07-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
217,2017-08-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
236,2017-09-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
231,2017-10-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
211,2017-11-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
255,2017-12-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
240,2018-01-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
184,2018-02-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
220,2018-03-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
193,2018-04-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
221,2018-05-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
222,2018-06-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
239,2018-07-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
231,2018-08-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
239,2018-09-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
233,2018-10-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
238,2018-11-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
229,2018-12-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
233,2019-01-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
196,2019-02-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
209,2019-03-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
205,2019-04-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
272,2019-05-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
245,2019-06-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
243,2019-07-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
229,2019-08-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
271,2019-09-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
247,2019-10-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
257,2019-11-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
256,2019-12-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
273,2020-01-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
260,2020-02-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
281,2020-03-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
267,2020-04-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
311,2020-05-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
255,2020-06-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
231,2020-07-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
252,2020-08-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
251,2020-09-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
230,2020-10-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
205,2020-11-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
235,2020-12-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
226,2021-01-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
200,2021-02-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
244,2021-03-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
220,2021-04-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
251,2021-05-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
218,2021-06-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
201,2021-07-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
185,2021-08-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
208,2021-09-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
224,2021-10-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
200,2021-11-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
239,2021-12-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
221,2022-01-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
182,2022-02-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
197,2022-03-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
219,2022-04-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
221,2022-05-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
209,2022-06-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
234,2022-07-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
226,2022-08-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
243,2022-09-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
239,2022-10-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
234,2022-11-01,"Male","Prohibited and Regulated Weapons and Explosives Offences"
135,2014-07-01,"Female","Property Damage and Environmental Pollution"
116,2014-08-01,"Female","Property Damage and Environmental Pollution"
92,2014-09-01,"Female","Property Damage and Environmental Pollution"
109,2014-10-01,"Female","Property Damage and Environmental Pollution"
100,2014-11-01,"Female","Property Damage and Environmental Pollution"
117,2014-12-01,"Female","Property Damage and Environmental Pollution"
112,2015-01-01,"Female","Property Damage and Environmental Pollution"
90,2015-02-01,"Female","Property Damage and Environmental Pollution"
112,2015-03-01,"Female","Property Damage and Environmental Pollution"
99,2015-04-01,"Female","Property Damage and Environmental Pollution"
115,2015-05-01,"Female","Property Damage and Environmental Pollution"
107,2015-06-01,"Female","Property Damage and Environmental Pollution"
103,2015-07-01,"Female","Property Damage and Environmental Pollution"
82,2015-08-01,"Female","Property Damage and Environmental Pollution"
92,2015-09-01,"Female","Property Damage and Environmental Pollution"
87,2015-10-01,"Female","Property Damage and Environmental Pollution"
102,2015-11-01,"Female","Property Damage and Environmental Pollution"
130,2015-12-01,"Female","Property Damage and Environmental Pollution"
99,2016-01-01,"Female","Property Damage and Environmental Pollution"
114,2016-02-01,"Female","Property Damage and Environmental Pollution"
68,2016-03-01,"Female","Property Damage and Environmental Pollution"
93,2016-04-01,"Female","Property Damage and Environmental Pollution"
90,2016-05-01,"Female","Property Damage and Environmental Pollution"
141,2016-06-01,"Female","Property Damage and Environmental Pollution"
106,2016-07-01,"Female","Property Damage and Environmental Pollution"
100,2016-08-01,"Female","Property Damage and Environmental Pollution"
112,2016-09-01,"Female","Property Damage and Environmental Pollution"
92,2016-10-01,"Female","Property Damage and Environmental Pollution"
100,2016-11-01,"Female","Property Damage and Environmental Pollution"
92,2016-12-01,"Female","Property Damage and Environmental Pollution"
110,2017-01-01,"Female","Property Damage and Environmental Pollution"
88,2017-02-01,"Female","Property Damage and Environmental Pollution"
103,2017-03-01,"Female","Property Damage and Environmental Pollution"
77,2017-04-01,"Female","Property Damage and Environmental Pollution"
77,2017-05-01,"Female","Property Damage and Environmental Pollution"
86,2017-06-01,"Female","Property Damage and Environmental Pollution"
86,2017-07-01,"Female","Property Damage and Environmental Pollution"
87,2017-08-01,"Female","Property Damage and Environmental Pollution"
82,2017-09-01,"Female","Property Damage and Environmental Pollution"
102,2017-10-01,"Female","Property Damage and Environmental Pollution"
80,2017-11-01,"Female","Property Damage and Environmental Pollution"
102,2017-12-01,"Female","Property Damage and Environmental Pollution"
88,2018-01-01,"Female","Property Damage and Environmental Pollution"
68,2018-02-01,"Female","Property Damage and Environmental Pollution"
73,2018-03-01,"Female","Property Damage and Environmental Pollution"
84,2018-04-01,"Female","Property Damage and Environmental Pollution"
82,2018-05-01,"Female","Property Damage and Environmental Pollution"
86,2018-06-01,"Female","Property Damage and Environmental Pollution"
91,2018-07-01,"Female","Property Damage and Environmental Pollution"
91,2018-08-01,"Female","Property Damage and Environmental Pollution"
67,2018-09-01,"Female","Property Damage and Environmental Pollution"
82,2018-10-01,"Female","Property Damage and Environmental Pollution"
93,2018-11-01,"Female","Property Damage and Environmental Pollution"
85,2018-12-01,"Female","Property Damage and Environmental Pollution"
96,2019-01-01,"Female","Property Damage and Environmental Pollution"
65,2019-02-01,"Female","Property Damage and Environmental Pollution"
80,2019-03-01,"Female","Property Damage and Environmental Pollution"
66,2019-04-01,"Female","Property Damage and Environmental Pollution"
90,2019-05-01,"Female","Property Damage and Environmental Pollution"
64,2019-06-01,"Female","Property Damage and Environmental Pollution"
60,2019-07-01,"Female","Property Damage and Environmental Pollution"
81,2019-08-01,"Female","Property Damage and Environmental Pollution"
73,2019-09-01,"Female","Property Damage and Environmental Pollution"
76,2019-10-01,"Female","Property Damage and Environmental Pollution"
83,2019-11-01,"Female","Property Damage and Environmental Pollution"
92,2019-12-01,"Female","Property Damage and Environmental Pollution"
93,2020-01-01,"Female","Property Damage and Environmental Pollution"
76,2020-02-01,"Female","Property Damage and Environmental Pollution"
63,2020-03-01,"Female","Property Damage and Environmental Pollution"
73,2020-04-01,"Female","Property Damage and Environmental Pollution"
67,2020-05-01,"Female","Property Damage and Environmental Pollution"
74,2020-06-01,"Female","Property Damage and Environmental Pollution"
81,2020-07-01,"Female","Property Damage and Environmental Pollution"
80,2020-08-01,"Female","Property Damage and Environmental Pollution"
73,2020-09-01,"Female","Property Damage and Environmental Pollution"
79,2020-10-01,"Female","Property Damage and Environmental Pollution"
72,2020-11-01,"Female","Property Damage and Environmental Pollution"
73,2020-12-01,"Female","Property Damage and Environmental Pollution"
96,2021-01-01,"Female","Property Damage and Environmental Pollution"
79,2021-02-01,"Female","Property Damage and Environmental Pollution"
81,2021-03-01,"Female","Property Damage and Environmental Pollution"
57,2021-04-01,"Female","Property Damage and Environmental Pollution"
74,2021-05-01,"Female","Property Damage and Environmental Pollution"
66,2021-06-01,"Female","Property Damage and Environmental Pollution"
67,2021-07-01,"Female","Property Damage and Environmental Pollution"
51,2021-08-01,"Female","Property Damage and Environmental Pollution"
61,2021-09-01,"Female","Property Damage and Environmental Pollution"
54,2021-10-01,"Female","Property Damage and Environmental Pollution"
83,2021-11-01,"Female","Property Damage and Environmental Pollution"
55,2021-12-01,"Female","Property Damage and Environmental Pollution"
72,2022-01-01,"Female","Property Damage and Environmental Pollution"
57,2022-02-01,"Female","Property Damage and Environmental Pollution"
63,2022-03-01,"Female","Property Damage and Environmental Pollution"
43,2022-04-01,"Female","Property Damage and Environmental Pollution"
71,2022-05-01,"Female","Property Damage and Environmental Pollution"
41,2022-06-01,"Female","Property Damage and Environmental Pollution"
61,2022-07-01,"Female","Property Damage and Environmental Pollution"
57,2022-08-01,"Female","Property Damage and Environmental Pollution"
67,2022-09-01,"Female","Property Damage and Environmental Pollution"
72,2022-10-01,"Female","Property Damage and Environmental Pollution"
52,2022-11-01,"Female","Property Damage and Environmental Pollution"
407,2014-07-01,"Male","Property Damage and Environmental Pollution"
407,2014-08-01,"Male","Property Damage and Environmental Pollution"
392,2014-09-01,"Male","Property Damage and Environmental Pollution"
368,2014-10-01,"Male","Property Damage and Environmental Pollution"
414,2014-11-01,"Male","Property Damage and Environmental Pollution"
438,2014-12-01,"Male","Property Damage and Environmental Pollution"
412,2015-01-01,"Male","Property Damage and Environmental Pollution"
377,2015-02-01,"Male","Property Damage and Environmental Pollution"
364,2015-03-01,"Male","Property Damage and Environmental Pollution"
396,2015-04-01,"Male","Property Damage and Environmental Pollution"
380,2015-05-01,"Male","Property Damage and Environmental Pollution"
378,2015-06-01,"Male","Property Damage and Environmental Pollution"
356,2015-07-01,"Male","Property Damage and Environmental Pollution"
363,2015-08-01,"Male","Property Damage and Environmental Pollution"
353,2015-09-01,"Male","Property Damage and Environmental Pollution"
362,2015-10-01,"Male","Property Damage and Environmental Pollution"
384,2015-11-01,"Male","Property Damage and Environmental Pollution"
386,2015-12-01,"Male","Property Damage and Environmental Pollution"
355,2016-01-01,"Male","Property Damage and Environmental Pollution"
342,2016-02-01,"Male","Property Damage and Environmental Pollution"
358,2016-03-01,"Male","Property Damage and Environmental Pollution"
338,2016-04-01,"Male","Property Damage and Environmental Pollution"
373,2016-05-01,"Male","Property Damage and Environmental Pollution"
401,2016-06-01,"Male","Property Damage and Environmental Pollution"
354,2016-07-01,"Male","Property Damage and Environmental Pollution"
344,2016-08-01,"Male","Property Damage and Environmental Pollution"
373,2016-09-01,"Male","Property Damage and Environmental Pollution"
339,2016-10-01,"Male","Property Damage and Environmental Pollution"
348,2016-11-01,"Male","Property Damage and Environmental Pollution"
357,2016-12-01,"Male","Property Damage and Environmental Pollution"
350,2017-01-01,"Male","Property Damage and Environmental Pollution"
302,2017-02-01,"Male","Property Damage and Environmental Pollution"
311,2017-03-01,"Male","Property Damage and Environmental Pollution"
245,2017-04-01,"Male","Property Damage and Environmental Pollution"
257,2017-05-01,"Male","Property Damage and Environmental Pollution"
286,2017-06-01,"Male","Property Damage and Environmental Pollution"
308,2017-07-01,"Male","Property Damage and Environmental Pollution"
304,2017-08-01,"Male","Property Damage and Environmental Pollution"
279,2017-09-01,"Male","Property Damage and Environmental Pollution"
299,2017-10-01,"Male","Property Damage and Environmental Pollution"
278,2017-11-01,"Male","Property Damage and Environmental Pollution"
276,2017-12-01,"Male","Property Damage and Environmental Pollution"
328,2018-01-01,"Male","Property Damage and Environmental Pollution"
247,2018-02-01,"Male","Property Damage and Environmental Pollution"
309,2018-03-01,"Male","Property Damage and Environmental Pollution"
261,2018-04-01,"Male","Property Damage and Environmental Pollution"
287,2018-05-01,"Male","Property Damage and Environmental Pollution"
301,2018-06-01,"Male","Property Damage and Environmental Pollution"
304,2018-07-01,"Male","Property Damage and Environmental Pollution"
313,2018-08-01,"Male","Property Damage and Environmental Pollution"
279,2018-09-01,"Male","Property Damage and Environmental Pollution"
286,2018-10-01,"Male","Property Damage and Environmental Pollution"
324,2018-11-01,"Male","Property Damage and Environmental Pollution"
312,2018-12-01,"Male","Property Damage and Environmental Pollution"
288,2019-01-01,"Male","Property Damage and Environmental Pollution"
274,2019-02-01,"Male","Property Damage and Environmental Pollution"
262,2019-03-01,"Male","Property Damage and Environmental Pollution"
248,2019-04-01,"Male","Property Damage and Environmental Pollution"
284,2019-05-01,"Male","Property Damage and Environmental Pollution"
220,2019-06-01,"Male","Property Damage and Environmental Pollution"
271,2019-07-01,"Male","Property Damage and Environmental Pollution"
272,2019-08-01,"Male","Property Damage and Environmental Pollution"
257,2019-09-01,"Male","Property Damage and Environmental Pollution"
266,2019-10-01,"Male","Property Damage and Environmental Pollution"
324,2019-11-01,"Male","Property Damage and Environmental Pollution"
296,2019-12-01,"Male","Property Damage and Environmental Pollution"
295,2020-01-01,"Male","Property Damage and Environmental Pollution"
266,2020-02-01,"Male","Property Damage and Environmental Pollution"
282,2020-03-01,"Male","Property Damage and Environmental Pollution"
216,2020-04-01,"Male","Property Damage and Environmental Pollution"
293,2020-05-01,"Male","Property Damage and Environmental Pollution"
287,2020-06-01,"Male","Property Damage and Environmental Pollution"
280,2020-07-01,"Male","Property Damage and Environmental Pollution"
293,2020-08-01,"Male","Property Damage and Environmental Pollution"
285,2020-09-01,"Male","Property Damage and Environmental Pollution"
257,2020-10-01,"Male","Property Damage and Environmental Pollution"
265,2020-11-01,"Male","Property Damage and Environmental Pollution"
287,2020-12-01,"Male","Property Damage and Environmental Pollution"
271,2021-01-01,"Male","Property Damage and Environmental Pollution"
214,2021-02-01,"Male","Property Damage and Environmental Pollution"
231,2021-03-01,"Male","Property Damage and Environmental Pollution"
239,2021-04-01,"Male","Property Damage and Environmental Pollution"
265,2021-05-01,"Male","Property Damage and Environmental Pollution"
222,2021-06-01,"Male","Property Damage and Environmental Pollution"
217,2021-07-01,"Male","Property Damage and Environmental Pollution"
233,2021-08-01,"Male","Property Damage and Environmental Pollution"
246,2021-09-01,"Male","Property Damage and Environmental Pollution"
226,2021-10-01,"Male","Property Damage and Environmental Pollution"
247,2021-11-01,"Male","Property Damage and Environmental Pollution"
253,2021-12-01,"Male","Property Damage and Environmental Pollution"
223,2022-01-01,"Male","Property Damage and Environmental Pollution"
200,2022-02-01,"Male","Property Damage and Environmental Pollution"
210,2022-03-01,"Male","Property Damage and Environmental Pollution"
215,2022-04-01,"Male","Property Damage and Environmental Pollution"
233,2022-05-01,"Male","Property Damage and Environmental Pollution"
213,2022-06-01,"Male","Property Damage and Environmental Pollution"
213,2022-07-01,"Male","Property Damage and Environmental Pollution"
243,2022-08-01,"Male","Property Damage and Environmental Pollution"
236,2022-09-01,"Male","Property Damage and Environmental Pollution"
237,2022-10-01,"Male","Property Damage and Environmental Pollution"
248,2022-11-01,"Male","Property Damage and Environmental Pollution"
280,2014-07-01,"Female","Public Order Offences"
272,2014-08-01,"Female","Public Order Offences"
255,2014-09-01,"Female","Public Order Offences"
256,2014-10-01,"Female","Public Order Offences"
273,2014-11-01,"Female","Public Order Offences"
284,2014-12-01,"Female","Public Order Offences"
289,2015-01-01,"Female","Public Order Offences"
276,2015-02-01,"Female","Public Order Offences"
277,2015-03-01,"Female","Public Order Offences"
230,2015-04-01,"Female","Public Order Offences"
251,2015-05-01,"Female","Public Order Offences"
236,2015-06-01,"Female","Public Order Offences"
226,2015-07-01,"Female","Public Order Offences"
251,2015-08-01,"Female","Public Order Offences"
232,2015-09-01,"Female","Public Order Offences"
263,2015-10-01,"Female","Public Order Offences"
218,2015-11-01,"Female","Public Order Offences"
258,2015-12-01,"Female","Public Order Offences"
265,2016-01-01,"Female","Public Order Offences"
217,2016-02-01,"Female","Public Order Offences"
269,2016-03-01,"Female","Public Order Offences"
227,2016-04-01,"Female","Public Order Offences"
232,2016-05-01,"Female","Public Order Offences"
273,2016-06-01,"Female","Public Order Offences"
225,2016-07-01,"Female","Public Order Offences"
212,2016-08-01,"Female","Public Order Offences"
209,2016-09-01,"Female","Public Order Offences"
240,2016-10-01,"Female","Public Order Offences"
236,2016-11-01,"Female","Public Order Offences"
228,2016-12-01,"Female","Public Order Offences"
242,2017-01-01,"Female","Public Order Offences"
209,2017-02-01,"Female","Public Order Offences"
227,2017-03-01,"Female","Public Order Offences"
162,2017-04-01,"Female","Public Order Offences"
207,2017-05-01,"Female","Public Order Offences"
185,2017-06-01,"Female","Public Order Offences"
199,2017-07-01,"Female","Public Order Offences"
194,2017-08-01,"Female","Public Order Offences"
180,2017-09-01,"Female","Public Order Offences"
178,2017-10-01,"Female","Public Order Offences"
187,2017-11-01,"Female","Public Order Offences"
226,2017-12-01,"Female","Public Order Offences"
215,2018-01-01,"Female","Public Order Offences"
190,2018-02-01,"Female","Public Order Offences"
203,2018-03-01,"Female","Public Order Offences"
157,2018-04-01,"Female","Public Order Offences"
172,2018-05-01,"Female","Public Order Offences"
161,2018-06-01,"Female","Public Order Offences"
188,2018-07-01,"Female","Public Order Offences"
201,2018-08-01,"Female","Public Order Offences"
198,2018-09-01,"Female","Public Order Offences"
166,2018-10-01,"Female","Public Order Offences"
179,2018-11-01,"Female","Public Order Offences"
197,2018-12-01,"Female","Public Order Offences"
180,2019-01-01,"Female","Public Order Offences"
157,2019-02-01,"Female","Public Order Offences"
175,2019-03-01,"Female","Public Order Offences"
167,2019-04-01,"Female","Public Order Offences"
184,2019-05-01,"Female","Public Order Offences"
148,2019-06-01,"Female","Public Order Offences"
145,2019-07-01,"Female","Public Order Offences"
153,2019-08-01,"Female","Public Order Offences"
150,2019-09-01,"Female","Public Order Offences"
162,2019-10-01,"Female","Public Order Offences"
174,2019-11-01,"Female","Public Order Offences"
192,2019-12-01,"Female","Public Order Offences"
168,2020-01-01,"Female","Public Order Offences"
165,2020-02-01,"Female","Public Order Offences"
185,2020-03-01,"Female","Public Order Offences"
160,2020-04-01,"Female","Public Order Offences"
164,2020-05-01,"Female","Public Order Offences"
148,2020-06-01,"Female","Public Order Offences"
147,2020-07-01,"Female","Public Order Offences"
142,2020-08-01,"Female","Public Order Offences"
142,2020-09-01,"Female","Public Order Offences"
174,2020-10-01,"Female","Public Order Offences"
147,2020-11-01,"Female","Public Order Offences"
155,2020-12-01,"Female","Public Order Offences"
169,2021-01-01,"Female","Public Order Offences"
119,2021-02-01,"Female","Public Order Offences"
166,2021-03-01,"Female","Public Order Offences"
146,2021-04-01,"Female","Public Order Offences"
122,2021-05-01,"Female","Public Order Offences"
134,2021-06-01,"Female","Public Order Offences"
123,2021-07-01,"Female","Public Order Offences"
104,2021-08-01,"Female","Public Order Offences"
97,2021-09-01,"Female","Public Order Offences"
104,2021-10-01,"Female","Public Order Offences"
97,2021-11-01,"Female","Public Order Offences"
98,2021-12-01,"Female","Public Order Offences"
110,2022-01-01,"Female","Public Order Offences"
92,2022-02-01,"Female","Public Order Offences"
106,2022-03-01,"Female","Public Order Offences"
100,2022-04-01,"Female","Public Order Offences"
121,2022-05-01,"Female","Public Order Offences"
84,2022-06-01,"Female","Public Order Offences"
97,2022-07-01,"Female","Public Order Offences"
91,2022-08-01,"Female","Public Order Offences"
81,2022-09-01,"Female","Public Order Offences"
89,2022-10-01,"Female","Public Order Offences"
89,2022-11-01,"Female","Public Order Offences"
777,2014-07-01,"Male","Public Order Offences"
717,2014-08-01,"Male","Public Order Offences"
740,2014-09-01,"Male","Public Order Offences"
767,2014-10-01,"Male","Public Order Offences"
740,2014-11-01,"Male","Public Order Offences"
808,2014-12-01,"Male","Public Order Offences"
769,2015-01-01,"Male","Public Order Offences"
689,2015-02-01,"Male","Public Order Offences"
756,2015-03-01,"Male","Public Order Offences"
618,2015-04-01,"Male","Public Order Offences"
678,2015-05-01,"Male","Public Order Offences"
672,2015-06-01,"Male","Public Order Offences"
601,2015-07-01,"Male","Public Order Offences"
653,2015-08-01,"Male","Public Order Offences"
664,2015-09-01,"Male","Public Order Offences"
658,2015-10-01,"Male","Public Order Offences"
