"","words","word_num","Freq","threshold"
"1799","methods,",49,1,0.75
"1800","individuals",50,1,0.75
"1801","without",51,1,0.75
"1802","a",52,1,0.75
"1803","statistical",53,1,0.75
"1804","background",54,1,0.75
"1805","may",55,1,0.75
"1806","struggle",56,1,0.75
"1807","with",57,1,0.75
"1808","the",58,1,0.75
"1809","statistical",59,1,0.75
"1810","concepts",60,1,0.75
"1811","and",61,1,0.75
"1812","language",62,1,0.75
"1813","necessary",63,1,0.75
"1814","for",64,1,0.75
"1815","describing",65,1,0.75
"1816","algorithmic",66,1,0.75
"1817","methods.",67,1,0.75
"1818","If",68,1.2,0.75
"1819","algorithms",69,1.4,0.75
"1820","are",70,1.6,0.75
"1821","to",71,1.8,0.75
"1822","be",72,2,0.75
"1823","used,",73,2,0.75
"1824","examiners",74,2,0.75
"1825","must",75,2,0.75
"1826","be",76,2,0.75
"1827","able",77,2,0.75
"1828","to",78,2,0.75
"1829","testify",79,2,0.75
"1830","about",80,2,0.75
"1831","their",81,2,0.75
"1832","use",82,2,0.75
"1833","in",83,2,0.75
"1834","a",84,2,0.75
"1835","way",85,2,0.75
"1836","that",86,2,0.75
"1837","is",87,2,0.75
"1838","accessible",88,1.97391304347826,0.75
"1839","to",89,1.77391304347826,0.75
"1840","the",90,1.57391304347826,0.75
"1841","jury.",91,1.37391304347826,0.75
"1842","In",92,1.37391304347826,0.75
"1843","a",93,1.4,0.75
"1844","series",94,1.6,0.75
"1845","of",95,1.78095238095238,0.75
"1846","studies,",96,1.58095238095238,0.75
"1847","we",97,1.18095238095238,0.75
"1848","conduct",98,0.780952380952381,0.75
"1849","an",99,0.380952380952381,0.75
"1850","assessment",100,0.4,0.75
"1851","of",101,0.8,0.75
"1852","language",102,1.2,0.75
"1853","and",103,1.6,0.75
"1854","supporting",104,2,0.75
"1855","visual",105,2,0.75
"1856","aids",106,2,0.75
"1857","which",107,2,0.75
"1858","might",108,2,0.75
"1859","be",109,2,0.75
"1860","used",110,2,0.75
"1861","to",111,2,0.75
"1862","explain",112,2,0.75
"1863","bullet",113,1.975,0.75
"1864","matching",114,1.575,0.75
"1865","algorithms.",115,1.175,0.75
"1866","In",116,0.775,0.75
"1867","the",117,0.375,0.75
"1868","initial",118,0,0.75
"1869","study,",119,0,0.75
"1870","we",120,0,0.75
"1871","encountered",121,0,0.75
"1872","a",122,0.151515151515152,0.75
"1873","response",123,0.151515151515152,0.75
"1874","type",124,0.151515151515152,0.75
"1875","calibration",125,0.151515151515152,0.75
"1876","issue",126,0.151515151515152,0.75
"1877","-",127,NA,0.75
"1878","individuals",128,0.2,0.75
"1879","thought",129,0.4,0.75
"1880","highly",130,0.6,0.75
"1881","of",131,0.8,0.75
"1882","the",132,1,0.75
"1883","forensic",133,1,0.75
"1884","witness",134,1,0.75
"1885","and",135,1,0.75
"1886","evidence",136,1,0.75
"1887","regardless",137,1,0.75
"1888","of",138,1,0.75
"1889","experimental",139,1,0.75
"1890","conditions,",140,1,0.75
"1891","'maxing",141,1,0.75
"1892","out'",142,1,0.75
"1893","Likert",143,1,0.75
"1894","response",144,1,0.75
"1895","scales",145,1,0.75
"1896","and",146,1,0.75
"1897","leaving",147,1,0.75
"1898","us",148,1,0.75
"1899","unable",149,1,0.75
"1900","to",150,1,0.75
"1901","tell",151,1,0.75
"1902","if",152,1,0.75
"1903","the",153,1,0.75
"1904","conditions",154,1,0.75
"1905","had",155,1,0.75
"1906","any",156,1,0.75
"1907","effect.",157,1,0.75
"1908","While",158,1,0.75
"1909","this",159,1,0.75
"1910","study",160,1,0.75
"1911","indicated",161,1,0.75
"1912","that",162,1,0.75
"1913","individuals",163,1,0.75
"1914","overall",164,1,0.75
"1915","found",165,1,0.75
"1916","the",166,1,0.75
"1917","testimony",167,1,0.75
"1918","to",168,1,0.75
"1919","be",169,1,0.75
"1920","reliable,",170,1,0.75
"1921","credible,",171,1,0.75
"1922","and",172,1,0.75
"1923","scientific,",173,1,0.75
"1924","it",174,1,0.75
"1925","did",175,1,0.75
"1926","not",176,1,0.75
"1927","readily",177,1,0.75
"1928","provide",178,1,0.75
"1929","information",179,1,0.75
"1930","about",180,1,0.75
"1931","our",181,0.8,0.75
"1932","question",182,0.6,0.75
"1933","of",183,0.4,0.75
"1934","interest.",184,0.2,0.75
"1935","Additional",185,0,0.75
"1936","data",186,0,0.75
"1937","from",187,0,0.75
"1938","this",188,0,0.75
"1939","study",189,0,0.75
"1940","was",190,0,0.75
"1941","found",191,0,0.75
"1942","in",192,0,0.75
"1943","the",193,0,0.75
"1944","participants'",194,0,0.75
"1945","note",195,0,0.75
"1946","pads.",196,0,0.75
"1947","Through",197,0,0.75
"1948","cleaning",198,0,0.75
"1949","sequential",199,0,0.75
"1950","notes",200,0,0.75
"1951","and",201,0,0.75
"1952","designing",202,0,0.75
"1953","a",203,0,0.75
"1954","method",204,0,0.75
"1955","for",205,0,0.75
"1956","highlighting",206,0,0.75
"1957","study",207,0,0.75
"1958","transcripts",208,0,0.75
"1959","according",209,0,0.75
"1960","to",210,0,0.75
"1961","the",211,0,0.75
"1962","frequency",212,0,0.75
"1963","of",213,0,0.75
"1964","collocations",214,0,0.75
"1965","in",215,0,0.75
"1966","participant",216,0,0.75
"1967","notes,",217,0,0.75
"1968","we",218,0,0.75
"1969","can",219,0,0.75
"1970","determine",220,0,0.75
"1971","which",221,0,0.75
"1972","portions",222,0,0.75
"1973","of",223,0,0.75
"1974","testimony",224,0,0.75
"1975","participants",225,0,0.75
"1976","found",226,0,0.75
"1977","'noteworthy'.",227,0,0.75
"1978","We",228,0,0.75
"1979","also",229,0,0.75
"1980","conducted",230,0,0.75
"1981","a",231,0.2,0.75
"1982","study",232,0.2,0.75
"1983","on",233,0.2,0.75
"1984","response",234,0.2,0.75
"1985","types",235,0.2,0.75
"1986","to",236,0.35625,0.75
"1987","determine",237,0.55625,0.75
"1988","the",238,0.75625,0.75
"1989","consistency",239,0.95625,0.75
"1990","of",240,1.15625,0.75
"1991","participant",241,1,0.75
"1992","responses",242,1,0.75
"1993","across",243,1,0.75
"1994","response",244,1,0.75
"1995","types,",245,1,0.75
"1996","compare",246,1,0.75
"1997","a",247,1,0.75
"1998","variety",248,1,0.75
"1999","of",249,1,0.75
"2000","response",250,1,0.75
"2001","types,",251,1,0.75
"2002","and",252,1,0.75
"2003","determine",253,1,0.75
"2004","which",254,1,0.75
"2005","response",255,1,0.75
"2006","type",256,1,0.75
"2007","may",257,1,0.75
"2008","be",258,1,0.75
"2009","appropriately",259,1,0.75
"2010","calibrated",260,1,0.75
"2011","for",261,1,0.75
"2012","addressing",262,1,0.75
"2013","the",263,1,0.75
"2014","initial",264,1,0.75
"2015","research",265,1,0.75
"2016","question",266,1,0.75
"2017","of",267,1,0.75
"2018","jury",268,1,0.75
"2019","perception",269,1,0.75
"2020","of",270,1,0.75
"2021","algorithms",271,0.8,0.75
"2022","and",272,0.6,0.75
"2023","demonstrative",273,0.4,0.75
"2024","evidence.",274,0.2,0.75
"2025","The",275,0.2,0.75
"2026","response",276,0.4,0.75
"2027","types",277,0.6,0.75
"2028","used",278,0.8,0.75
"2029","in",279,1,0.75
"2030","this",280,1,0.75
"2031","investigation",281,1,0.75
"2032","include",282,1,0.75
"2033","the",283,1,0.75
"2034","participant's",284,1,0.75
"2035","interpretation",285,1,0.75
"2036","of",286,1.47407407407407,0.75
"2037","the",287,1.47407407407407,0.75
"2038","strength",288,1.47407407407407,0.75
"2039","of",289,1.47407407407407,0.75
"2040","evidence",290,1.47407407407407,0.75
"2041","(Likert",291,1,0.75
"2042","scale),",292,1,0.75
"2043","conviction",293,1,0.75
"2044","decision",294,1,0.75
"2045","(binary),",295,1,0.75
"2046","opinion",296,1,0.75
"2047","of",297,1,0.75
"2048","guilt",298,1,0.75
"2049","(binary),",299,1,0.75
"2050","willingness",300,1,0.75
"2051","to",301,1,0.75
"2052","bet",302,1,0.75
"2053","on",303,1,0.75
"2054","their",304,1,0.75
"2055","opinion",305,1,0.75
"2056","of",306,1,0.75
"2057","guilt",307,1,0.75
"2058","(numeric),",308,1,0.75
"2059","probability",309,1,0.75
"2060","of",310,1,0.75
"2061","guilt",311,1,0.75
"2062","(numeric),",312,1,0.75
"2063","and",313,1,0.75
"2064","chance",314,1,0.75
"2065","of",315,1,0.75
"2066","guilt",316,1,0.75
"2067","/innocence",317,1,0.75
"2068","(numeric",318,0.8,0.75
"2069","or",319,0.6,0.75
"2070","multiple",320,0.4,0.75
"2071","choice).",321,0.2,0.75
"2072","The",322,0,0.75
"2073","note",323,0,0.75
"2074","cleaning,",324,0,0.75
"2075","text",325,0,0.75
"2076","analysis,",326,0,0.75
"2077","and",327,0,0.75
"2078","testimony",328,0,0.75
"2079","tools",329,0,0.75
"2080","we",330,0,0.75
"2081","developed",331,0,0.75
"2082","throughout",332,0,0.75
"2083","this",333,0,0.75
"2084","series",334,0,0.75
"2085","of",335,0,0.75
"2086","experiments",336,0,0.75
"2087","will",337,0,0.75
"2088","benefit",338,0,0.75
"2089","our",339,0,0.75
"2090","future",340,0,0.75
"2091","research",341,0,0.75
"2092","in",342,0,0.75
"2093","jury",343,0,0.75
"2094","perception,",344,0,0.75
"2095","as",345,0,0.75
"2096","well",346,0,0.75
"2097","as",347,0,0.75
"2098","future",348,0,0.75
"2099","transcript",349,0,0.75
"2100","studies.",350,0,0.75
"2101","Subjective",1,2,0.8
"2102","pattern",2,2,0.8
"2103","comparison",3,2,0.8
"2104","has",4,2,0.8
"2105","been",5,2,0.8
"2106","subject",6,2,0.8
"2107","to",7,2,0.8
"2108","increased",8,2,0.8
"2109","scrutiny",9,2,0.8
"2110","by",10,2,0.8
"2111","the",11,2,0.8
"2112","courts",12,2,0.8
"2113","and",13,2,0.8
"2114","by",14,2,0.8
"2115","the",15,2,0.8
"2116","general",16,2,0.8
"2117","public,",17,2,0.8
"2118","resulting",18,2,0.8
"2119","in",19,2.33960113960114,0.8
"2120","an",20,2.33960113960114,0.8
"2121","increased",21,2.33960113960114,0.8
"2122","interest",22,2.33960113960114,0.8
"2123","in",23,2.33960113960114,0.8
"2124","pattern",24,2,0.8
"2125","comparison",25,2,0.8
"2126","algorithms",26,2,0.8
"2127","that",27,2,0.8
"2128","provide",28,2,0.8
"2129","quantitative",29,2,0.8
"2130","assessments",30,2,0.8
"2131","of",31,2,0.8
"2132","similarity",32,2,0.8
"2133","for",33,2,0.8
"2134","use",34,1.8,0.8
"2135","by",35,1.6,0.8
"2136","forensic",36,1.4,0.8
"2137","scientists.",37,1.2,0.8
"2138","While",38,1,0.8
"2139","these",39,1,0.8
"2140","algorithms",40,1,0.8
"2141","would",41,1,0.8
"2142","mark",42,1,0.8
"2143","an",43,1,0.8
"2144","improvement",44,1,0.8
"2145","over",45,1,0.8
"2146","current",46,1,0.8
"2147","subjective",47,1,0.8
"2148","comparison",48,1,0.8
"2149","methods,",49,1,0.8
"2150","individuals",50,1,0.8
"2151","without",51,1,0.8
"2152","a",52,1,0.8
"2153","statistical",53,1,0.8
"2154","background",54,1,0.8
"2155","may",55,1,0.8
"2156","struggle",56,1,0.8
"2157","with",57,1,0.8
"2158","the",58,1,0.8
"2159","statistical",59,1,0.8
"2160","concepts",60,1,0.8
"2161","and",61,1,0.8
"2162","language",62,1,0.8
"2163","necessary",63,1,0.8
"2164","for",64,1,0.8
"2165","describing",65,1,0.8
"2166","algorithmic",66,1,0.8
"2167","methods.",67,1,0.8
"2168","If",68,1.2,0.8
"2169","algorithms",69,1.4,0.8
"2170","are",70,1.6,0.8
"2171","to",71,1.8,0.8
"2172","be",72,2,0.8
"2173","used,",73,2,0.8
"2174","examiners",74,2,0.8
"2175","must",75,2,0.8
"2176","be",76,2,0.8
"2177","able",77,2,0.8
"2178","to",78,2,0.8
"2179","testify",79,2,0.8
"2180","about",80,2,0.8
"2181","their",81,2,0.8
"2182","use",82,2,0.8
"2183","in",83,2,0.8
"2184","a",84,2,0.8
"2185","way",85,2,0.8
"2186","that",86,2,0.8
"2187","is",87,2,0.8
"2188","accessible",88,1.97391304347826,0.8
"2189","to",89,1.77391304347826,0.8
"2190","the",90,1.57391304347826,0.8
"2191","jury.",91,1.37391304347826,0.8
"2192","In",92,1.37391304347826,0.8
"2193","a",93,1.4,0.8
"2194","series",94,1.6,0.8
"2195","of",95,1.78095238095238,0.8
"2196","studies,",96,1.58095238095238,0.8
"2197","we",97,1.18095238095238,0.8
"2198","conduct",98,0.780952380952381,0.8
"2199","an",99,0.380952380952381,0.8
"2200","assessment",100,0.4,0.8
"2201","of",101,0.8,0.8
"2202","language",102,1.2,0.8
"2203","and",103,1.6,0.8
"2204","supporting",104,2,0.8
"2205","visual",105,2,0.8
"2206","aids",106,2,0.8
"2207","which",107,2,0.8
"2208","might",108,2,0.8
"2209","be",109,2,0.8
"2210","used",110,2,0.8
"2211","to",111,2,0.8
"2212","explain",112,2,0.8
"2213","bullet",113,1.975,0.8
"2214","matching",114,1.575,0.8
"2215","algorithms.",115,1.175,0.8
"2216","In",116,0.775,0.8
"2217","the",117,0.375,0.8
"2218","initial",118,0,0.8
"2219","study,",119,0,0.8
"2220","we",120,0,0.8
"2221","encountered",121,0,0.8
"2222","a",122,0,0.8
"2223","response",123,0,0.8
"2224","type",124,0,0.8
"2225","calibration",125,0,0.8
"2226","issue",126,0,0.8
"2227","-",127,NA,0.8
"2228","individuals",128,0.2,0.8
"2229","thought",129,0.4,0.8
"2230","highly",130,0.6,0.8
"2231","of",131,0.8,0.8
"2232","the",132,1,0.8
"2233","forensic",133,1,0.8
"2234","witness",134,1,0.8
"2235","and",135,1,0.8
"2236","evidence",136,1,0.8
"2237","regardless",137,1,0.8
"2238","of",138,1,0.8
"2239","experimental",139,1,0.8
"2240","conditions,",140,1,0.8
"2241","'maxing",141,1,0.8
"2242","out'",142,1,0.8
"2243","Likert",143,1,0.8
"2244","response",144,1,0.8
"2245","scales",145,1,0.8
"2246","and",146,1,0.8
"2247","leaving",147,1,0.8
"2248","us",148,1,0.8
"2249","unable",149,1,0.8
"2250","to",150,1,0.8
"2251","tell",151,1,0.8
"2252","if",152,1,0.8
"2253","the",153,1,0.8
"2254","conditions",154,1,0.8
"2255","had",155,1,0.8
"2256","any",156,1,0.8
"2257","effect.",157,1,0.8
"2258","While",158,1,0.8
"2259","this",159,1,0.8
"2260","study",160,1,0.8
"2261","indicated",161,1,0.8
"2262","that",162,1,0.8
"2263","individuals",163,1,0.8
"2264","overall",164,1,0.8
"2265","found",165,1,0.8
"2266","the",166,1,0.8
"2267","testimony",167,1,0.8
"2268","to",168,1,0.8
"2269","be",169,1,0.8
"2270","reliable,",170,1,0.8
"2271","credible,",171,1,0.8
"2272","and",172,1,0.8
"2273","scientific,",173,1,0.8
"2274","it",174,1,0.8
"2275","did",175,1,0.8
"2276","not",176,1,0.8
"2277","readily",177,1,0.8
"2278","provide",178,1,0.8
"2279","information",179,1,0.8
"2280","about",180,1,0.8
"2281","our",181,0.8,0.8
"2282","question",182,0.6,0.8
"2283","of",183,0.4,0.8
"2284","interest.",184,0.2,0.8
"2285","Additional",185,0,0.8
"2286","data",186,0,0.8
"2287","from",187,0,0.8
"2288","this",188,0,0.8
"2289","study",189,0,0.8
"2290","was",190,0,0.8
"2291","found",191,0,0.8
"2292","in",192,0,0.8
"2293","the",193,0,0.8
"2294","participants'",194,0,0.8
"2295","note",195,0,0.8
"2296","pads.",196,0,0.8
"2297","Through",197,0,0.8
"2298","cleaning",198,0,0.8
"2299","sequential",199,0,0.8
"2300","notes",200,0,0.8
"2301","and",201,0,0.8
"2302","designing",202,0,0.8
"2303","a",203,0,0.8
"2304","method",204,0,0.8
"2305","for",205,0,0.8
"2306","highlighting",206,0,0.8
"2307","study",207,0,0.8
"2308","transcripts",208,0,0.8
"2309","according",209,0,0.8
"2310","to",210,0,0.8
"2311","the",211,0,0.8
"2312","frequency",212,0,0.8
"2313","of",213,0,0.8
"2314","collocations",214,0,0.8
"2315","in",215,0,0.8
"2316","participant",216,0,0.8
"2317","notes,",217,0,0.8
"2318","we",218,0,0.8
"2319","can",219,0,0.8
"2320","determine",220,0,0.8
"2321","which",221,0,0.8
"2322","portions",222,0,0.8
"2323","of",223,0,0.8
"2324","testimony",224,0,0.8
"2325","participants",225,0,0.8
"2326","found",226,0,0.8
"2327","'noteworthy'.",227,0,0.8
"2328","We",228,0,0.8
"2329","also",229,0,0.8
"2330","conducted",230,0,0.8
"2331","a",231,0.2,0.8
"2332","study",232,0.2,0.8
"2333","on",233,0.2,0.8
"2334","response",234,0.2,0.8
"2335","types",235,0.2,0.8
"2336","to",236,0.2,0.8
"2337","determine",237,0.4,0.8
"2338","the",238,0.6,0.8
"2339","consistency",239,0.8,0.8
"2340","of",240,1,0.8
"2341","participant",241,1,0.8
"2342","responses",242,1,0.8
"2343","across",243,1,0.8
"2344","response",244,1,0.8
"2345","types,",245,1,0.8
"2346","compare",246,1,0.8
"2347","a",247,1,0.8
"2348","variety",248,1,0.8
"2349","of",249,1,0.8
"2350","response",250,1,0.8
"2351","types,",251,1,0.8
"2352","and",252,1,0.8
"2353","determine",253,1,0.8
"2354","which",254,1,0.8
"2355","response",255,1,0.8
"2356","type",256,1,0.8
"2357","may",257,1,0.8
"2358","be",258,1,0.8
"2359","appropriately",259,1,0.8
"2360","calibrated",260,1,0.8
"2361","for",261,1,0.8
"2362","addressing",262,1,0.8
"2363","the",263,1,0.8
"2364","initial",264,1,0.8
"2365","research",265,1,0.8
"2366","question",266,1,0.8
"2367","of",267,1,0.8
"2368","jury",268,1,0.8
"2369","perception",269,1,0.8
"2370","of",270,1,0.8
"2371","algorithms",271,0.8,0.8
"2372","and",272,0.6,0.8
"2373","demonstrative",273,0.4,0.8
"2374","evidence.",274,0.2,0.8
"2375","The",275,0.2,0.8
"2376","response",276,0.4,0.8
"2377","types",277,0.6,0.8
"2378","used",278,0.8,0.8
"2379","in",279,1,0.8
"2380","this",280,1,0.8
"2381","investigation",281,1,0.8
"2382","include",282,1,0.8
"2383","the",283,1,0.8
"2384","participant's",284,1,0.8
"2385","interpretation",285,1,0.8
"2386","of",286,1.16296296296296,0.8
"2387","the",287,1.16296296296296,0.8
"2388","strength",288,1.16296296296296,0.8
"2389","of",289,1.16296296296296,0.8
"2390","evidence",290,1.16296296296296,0.8
"2391","(Likert",291,1,0.8
"2392","scale),",292,1,0.8
"2393","conviction",293,1,0.8
"2394","decision",294,1,0.8
"2395","(binary),",295,1,0.8
"2396","opinion",296,1,0.8
"2397","of",297,1,0.8
"2398","guilt",298,1,0.8
"2399","(binary),",299,1,0.8
"2400","willingness",300,1,0.8
"2401","to",301,1,0.8
"2402","bet",302,1,0.8
"2403","on",303,1,0.8
"2404","their",304,1,0.8
"2405","opinion",305,1,0.8
"2406","of",306,1,0.8
"2407","guilt",307,1,0.8
"2408","(numeric),",308,1,0.8
"2409","probability",309,1,0.8
"2410","of",310,1,0.8
"2411","guilt",311,1,0.8
"2412","(numeric),",312,1,0.8
"2413","and",313,1,0.8
"2414","chance",314,1,0.8
"2415","of",315,1,0.8
"2416","guilt",316,1,0.8
"2417","/innocence",317,1,0.8
"2418","(numeric",318,0.8,0.8
"2419","or",319,0.6,0.8
"2420","multiple",320,0.4,0.8
"2421","choice).",321,0.2,0.8
"2422","The",322,0,0.8
"2423","note",323,0,0.8
"2424","cleaning,",324,0,0.8
"2425","text",325,0,0.8
"2426","analysis,",326,0,0.8
"2427","and",327,0,0.8
"2428","testimony",328,0,0.8
"2429","tools",329,0,0.8
"2430","we",330,0,0.8
"2431","developed",331,0,0.8
"2432","throughout",332,0,0.8
"2433","this",333,0,0.8
"2434","series",334,0,0.8
"2435","of",335,0,0.8
"2436","experiments",336,0,0.8
"2437","will",337,0,0.8
"2438","benefit",338,0,0.8
"2439","our",339,0,0.8
"2440","future",340,0,0.8
"2441","research",341,0,0.8
"2442","in",342,0,0.8
"2443","jury",343,0,0.8
"2444","perception,",344,0,0.8
"2445","as",345,0,0.8
"2446","well",346,0,0.8
"2447","as",347,0,0.8
"2448","future",348,0,0.8
"2449","transcript",349,0,0.8
"2450","studies.",350,0,0.8
"2451","Subjective",1,2,0.85
"2452","pattern",2,2,0.85
"2453","comparison",3,2,0.85
"2454","has",4,2,0.85
"2455","been",5,2,0.85
"2456","subject",6,2,0.85
"2457","to",7,2,0.85
"2458","increased",8,2,0.85
"2459","scrutiny",9,2,0.85
"2460","by",10,2,0.85
"2461","the",11,2,0.85
"2462","courts",12,2,0.85
"2463","and",13,2,0.85
"2464","by",14,2,0.85
"2465","the",15,2,0.85
"2466","general",16,2,0.85
"2467","public,",17,2,0.85
"2468","resulting",18,2,0.85
"2469","in",19,2.17037037037037,0.85
"2470","an",20,2.17037037037037,0.85
"2471","increased",21,2.17037037037037,0.85
"2472","interest",22,2.17037037037037,0.85
"2473","in",23,2.17037037037037,0.85
"2474","pattern",24,2,0.85
"2475","comparison",25,2,0.85
"2476","algorithms",26,2,0.85
"2477","that",27,2,0.85
"2478","provide",28,2,0.85
"2479","quantitative",29,2,0.85
"2480","assessments",30,2,0.85
"2481","of",31,2,0.85
"2482","similarity",32,2,0.85
"2483","for",33,2,0.85
"2484","use",34,1.8,0.85
"2485","by",35,1.6,0.85
"2486","forensic",36,1.4,0.85
"2487","scientists.",37,1.2,0.85
"2488","While",38,1,0.85
"2489","these",39,1,0.85
"2490","algorithms",40,1,0.85
"2491","would",41,1,0.85
"2492","mark",42,1,0.85
"2493","an",43,1,0.85
"2494","improvement",44,1,0.85
"2495","over",45,1,0.85
"2496","current",46,1,0.85
"2497","subjective",47,1,0.85
"2498","comparison",48,1,0.85
"2499","methods,",49,1,0.85
"2500","individuals",50,1,0.85
"2501","without",51,1,0.85
"2502","a",52,1,0.85
"2503","statistical",53,1,0.85
"2504","background",54,1,0.85
"2505","may",55,1,0.85
"2506","struggle",56,1,0.85
"2507","with",57,1,0.85
"2508","the",58,1,0.85
"2509","statistical",59,1,0.85
"2510","concepts",60,1,0.85
"2511","and",61,1,0.85
"2512","language",62,1,0.85
"2513","necessary",63,1,0.85
"2514","for",64,1,0.85
"2515","describing",65,1,0.85
"2516","algorithmic",66,1,0.85
"2517","methods.",67,1,0.85
"2518","If",68,1.2,0.85
"2519","algorithms",69,1.4,0.85
"2520","are",70,1.6,0.85
"2521","to",71,1.8,0.85
"2522","be",72,2,0.85
"2523","used,",73,2,0.85
"2524","examiners",74,2,0.85
"2525","must",75,2,0.85
"2526","be",76,2,0.85
"2527","able",77,2,0.85
"2528","to",78,2,0.85
"2529","testify",79,2,0.85
"2530","about",80,2,0.85
"2531","their",81,2,0.85
"2532","use",82,2,0.85
"2533","in",83,2,0.85
"2534","a",84,2,0.85
"2535","way",85,2,0.85
"2536","that",86,2,0.85
"2537","is",87,2,0.85
"2538","accessible",88,1.97391304347826,0.85
"2539","to",89,1.77391304347826,0.85
"2540","the",90,1.57391304347826,0.85
"2541","jury.",91,1.37391304347826,0.85
"2542","In",92,1.37391304347826,0.85
"2543","a",93,1.4,0.85
"2544","series",94,1.6,0.85
"2545","of",95,1.78095238095238,0.85
"2546","studies,",96,1.58095238095238,0.85
"2547","we",97,1.18095238095238,0.85
"2548","conduct",98,0.780952380952381,0.85
"2549","an",99,0.380952380952381,0.85
"2550","assessment",100,0.4,0.85
"2551","of",101,0.8,0.85
"2552","language",102,1.2,0.85
"2553","and",103,1.6,0.85
"2554","supporting",104,2,0.85
"2555","visual",105,2,0.85
"2556","aids",106,2,0.85
"2557","which",107,2,0.85
"2558","might",108,2,0.85
"2559","be",109,2,0.85
"2560","used",110,2,0.85
"2561","to",111,2,0.85
"2562","explain",112,2,0.85
"2563","bullet",113,1.975,0.85
"2564","matching",114,1.575,0.85
"2565","algorithms.",115,1.175,0.85
"2566","In",116,0.775,0.85
"2567","the",117,0.375,0.85
"2568","initial",118,0,0.85
"2569","study,",119,0,0.85
"2570","we",120,0,0.85
"2571","encountered",121,0,0.85
"2572","a",122,0,0.85
"2573","response",123,0,0.85
"2574","type",124,0,0.85
"2575","calibration",125,0,0.85
"2576","issue",126,0,0.85
"2577","-",127,NA,0.85
"2578","individuals",128,0.2,0.85
"2579","thought",129,0.4,0.85
"2580","highly",130,0.6,0.85
"2581","of",131,0.8,0.85
"2582","the",132,1,0.85
"2583","forensic",133,1,0.85
"2584","witness",134,1,0.85
"2585","and",135,1,0.85
"2586","evidence",136,1,0.85
"2587","regardless",137,1,0.85
"2588","of",138,1,0.85
"2589","experimental",139,1,0.85
"2590","conditions,",140,1,0.85
"2591","'maxing",141,1,0.85
"2592","out'",142,1,0.85
"2593","Likert",143,1,0.85
"2594","response",144,1,0.85
"2595","scales",145,1,0.85
"2596","and",146,1,0.85
"2597","leaving",147,1,0.85
"2598","us",148,1,0.85
"2599","unable",149,1,0.85
"2600","to",150,1,0.85
"2601","tell",151,1,0.85
"2602","if",152,1,0.85
"2603","the",153,1,0.85
"2604","conditions",154,1,0.85
"2605","had",155,1,0.85
"2606","any",156,1,0.85
"2607","effect.",157,1,0.85
"2608","While",158,1,0.85
"2609","this",159,1,0.85
"2610","study",160,1,0.85
"2611","indicated",161,1,0.85
"2612","that",162,1,0.85
"2613","individuals",163,1,0.85
"2614","overall",164,1,0.85
"2615","found",165,1,0.85
"2616","the",166,1,0.85
"2617","testimony",167,1,0.85
"2618","to",168,1,0.85
"2619","be",169,1,0.85
"2620","reliable,",170,1,0.85
"2621","credible,",171,1,0.85
"2622","and",172,1,0.85
"2623","scientific,",173,1,0.85
"2624","it",174,1,0.85
"2625","did",175,1,0.85
"2626","not",176,1,0.85
"2627","readily",177,1,0.85
"2628","provide",178,1,0.85
"2629","information",179,1,0.85
"2630","about",180,1,0.85
"2631","our",181,0.8,0.85
"2632","question",182,0.6,0.85
"2633","of",183,0.4,0.85
"2634","interest.",184,0.2,0.85
"2635","Additional",185,0,0.85
"2636","data",186,0,0.85
"2637","from",187,0,0.85
"2638","this",188,0,0.85
"2639","study",189,0,0.85
"2640","was",190,0,0.85
"2641","found",191,0,0.85
"2642","in",192,0,0.85
"2643","the",193,0,0.85
"2644","participants'",194,0,0.85
"2645","note",195,0,0.85
"2646","pads.",196,0,0.85
"2647","Through",197,0,0.85
"2648","cleaning",198,0,0.85
"2649","sequential",199,0,0.85
"2650","notes",200,0,0.85
"2651","and",201,0,0.85
"2652","designing",202,0,0.85
"2653","a",203,0,0.85
"2654","method",204,0,0.85
"2655","for",205,0,0.85
"2656","highlighting",206,0,0.85
"2657","study",207,0,0.85
"2658","transcripts",208,0,0.85
"2659","according",209,0,0.85
"2660","to",210,0,0.85
"2661","the",211,0,0.85
"2662","frequency",212,0,0.85
"2663","of",213,0,0.85
"2664","collocations",214,0,0.85
"2665","in",215,0,0.85
"2666","participant",216,0,0.85
"2667","notes,",217,0,0.85
"2668","we",218,0,0.85
"2669","can",219,0,0.85
"2670","determine",220,0,0.85
"2671","which",221,0,0.85
"2672","portions",222,0,0.85
"2673","of",223,0,0.85
"2674","testimony",224,0,0.85
"2675","participants",225,0,0.85
"2676","found",226,0,0.85
"2677","'noteworthy'.",227,0,0.85
"2678","We",228,0,0.85
"2679","also",229,0,0.85
"2680","conducted",230,0,0.85
"2681","a",231,0.2,0.85
"2682","study",232,0.2,0.85
"2683","on",233,0.2,0.85
"2684","response",234,0.2,0.85
"2685","types",235,0.2,0.85
"2686","to",236,0.2,0.85
"2687","determine",237,0.4,0.85
"2688","the",238,0.6,0.85
"2689","consistency",239,0.8,0.85
"2690","of",240,1,0.85
"2691","participant",241,1,0.85
"2692","responses",242,1,0.85
"2693","across",243,1,0.85
"2694","response",244,1,0.85
"2695","types,",245,1,0.85
"2696","compare",246,1,0.85
"2697","a",247,1,0.85
"2698","variety",248,1,0.85
