"","words","word_num","Freq","ngram"
"2072","The",322,0,7
"2073","note",323,0,7
"2074","cleaning,",324,0,7
"2075","text",325,0,7
"2076","analysis,",326,0,7
"2077","and",327,0,7
"2078","testimony",328,0,7
"2079","tools",329,0,7
"2080","we",330,0,7
"2081","developed",331,0,7
"2082","throughout",332,0,7
"2083","this",333,0,7
"2084","series",334,0,7
"2085","of",335,0,7
"2086","experiments",336,0,7
"2087","will",337,0,7
"2088","benefit",338,0,7
"2089","our",339,0,7
"2090","future",340,0,7
"2091","research",341,0,7
"2092","in",342,0,7
"2093","jury",343,0,7
"2094","perception,",344,0,7
"2095","as",345,0,7
"2096","well",346,0,7
"2097","as",347,0,7
"2098","future",348,0,7
"2099","transcript",349,0,7
"2100","studies.",350,0,7
"2101","Subjective",1,2,8
"2102","pattern",2,2,8
"2103","comparison",3,2,8
"2104","has",4,2,8
"2105","been",5,2,8
"2106","subject",6,2,8
"2107","to",7,2,8
"2108","increased",8,2,8
"2109","scrutiny",9,2,8
"2110","by",10,2,8
"2111","the",11,2,8
"2112","courts",12,2,8
"2113","and",13,2,8
"2114","by",14,2,8
"2115","the",15,2,8
"2116","general",16,2,8
"2117","public,",17,2,8
"2118","resulting",18,2,8
"2119","in",19,2.61218708827404,8
"2120","an",20,2.61218708827404,8
"2121","increased",21,2.61218708827404,8
"2122","interest",22,2.61218708827404,8
"2123","in",23,2.61218708827404,8
"2124","pattern",24,2,8
"2125","comparison",25,2,8
"2126","algorithms",26,2,8
"2127","that",27,2,8
"2128","provide",28,2,8
"2129","quantitative",29,2,8
"2130","assessments",30,2,8
"2131","of",31,2,8
"2132","similarity",32,2,8
"2133","for",33,2,8
"2134","use",34,1.94814814814815,8
"2135","by",35,1.74814814814815,8
"2136","forensic",36,1.54814814814815,8
"2137","scientists.",37,1.34814814814815,8
"2138","While",38,1.14814814814815,8
"2139","these",39,1,8
"2140","algorithms",40,1,8
"2141","would",41,1,8
"2142","mark",42,1,8
"2143","an",43,1,8
"2144","improvement",44,1,8
"2145","over",45,1,8
"2146","current",46,1,8
"2147","subjective",47,1,8
"2148","comparison",48,1,8
"2149","methods,",49,1,8
"2150","individuals",50,1,8
"2151","without",51,1,8
"2152","a",52,1,8
"2153","statistical",53,1,8
"2154","background",54,1,8
"2155","may",55,1,8
"2156","struggle",56,1,8
"2157","with",57,1,8
"2158","the",58,1,8
"2159","statistical",59,1,8
"2160","concepts",60,1,8
"2161","and",61,1,8
"2162","language",62,1,8
"2163","necessary",63,1,8
"2164","for",64,1,8
"2165","describing",65,1,8
"2166","algorithmic",66,1,8
"2167","methods.",67,1,8
"2168","If",68,1.2,8
"2169","algorithms",69,1.4,8
"2170","are",70,1.6,8
"2171","to",71,1.8,8
"2172","be",72,2,8
"2173","used,",73,2,8
"2174","examiners",74,2,8
"2175","must",75,2,8
"2176","be",76,2,8
"2177","able",77,2,8
"2178","to",78,2,8
"2179","testify",79,2,8
"2180","about",80,2,8
"2181","their",81,2,8
"2182","use",82,2,8
"2183","in",83,2,8
"2184","a",84,2,8
"2185","way",85,2,8
"2186","that",86,2,8
"2187","is",87,2,8
"2188","accessible",88,1.96842105263158,8
"2189","to",89,1.76842105263158,8
"2190","the",90,1.56842105263158,8
"2191","jury.",91,1.36842105263158,8
"2192","In",92,1.36842105263158,8
"2193","a",93,1.4,8
"2194","series",94,1.6,8
"2195","of",95,1.77647058823529,8
"2196","studies,",96,1.57647058823529,8
"2197","we",97,1.17647058823529,8
"2198","conduct",98,0.776470588235294,8
"2199","an",99,0.376470588235294,8
"2200","assessment",100,0.4,8
"2201","of",101,0.8,8
"2202","language",102,1.2,8
"2203","and",103,1.6,8
"2204","supporting",104,2,8
"2205","visual",105,2,8
"2206","aids",106,2,8
"2207","which",107,2,8
"2208","might",108,2,8
"2209","be",109,2,8
"2210","used",110,2,8
"2211","to",111,2,8
"2212","explain",112,2,8
"2213","bullet",113,1.97142857142857,8
"2214","matching",114,1.57142857142857,8
"2215","algorithms.",115,1.17142857142857,8
"2216","In",116,0.771428571428571,8
"2217","the",117,0.371428571428571,8
"2218","initial",118,0,8
"2219","study,",119,0,8
"2220","we",120,0,8
"2221","encountered",121,0,8
"2222","a",122,0.144827586206897,8
"2223","response",123,0.144827586206897,8
"2224","type",124,0.144827586206897,8
"2225","calibration",125,0.144827586206897,8
"2226","issue",126,0.144827586206897,8
"2227","-",127,NA,8
"2228","individuals",128,0.2,8
"2229","thought",129,0.4,8
"2230","highly",130,0.6,8
"2231","of",131,0.8,8
"2232","the",132,1,8
"2233","forensic",133,1,8
"2234","witness",134,1,8
"2235","and",135,1,8
"2236","evidence",136,1,8
"2237","regardless",137,1,8
"2238","of",138,1,8
"2239","experimental",139,1,8
"2240","conditions,",140,1,8
"2241","'maxing",141,1,8
"2242","out'",142,1,8
"2243","Likert",143,1,8
"2244","response",144,1,8
"2245","scales",145,1,8
"2246","and",146,1,8
"2247","leaving",147,1,8
"2248","us",148,1,8
"2249","unable",149,1,8
"2250","to",150,1,8
"2251","tell",151,1,8
"2252","if",152,1,8
"2253","the",153,1,8
"2254","conditions",154,1,8
"2255","had",155,1,8
"2256","any",156,1,8
"2257","effect.",157,1,8
"2258","While",158,1,8
"2259","this",159,1,8
"2260","study",160,1,8
"2261","indicated",161,1,8
"2262","that",162,1,8
"2263","individuals",163,1,8
"2264","overall",164,1,8
"2265","found",165,1,8
"2266","the",166,1,8
"2267","testimony",167,1,8
"2268","to",168,1,8
"2269","be",169,1,8
"2270","reliable,",170,1,8
"2271","credible,",171,1,8
"2272","and",172,1,8
"2273","scientific,",173,1,8
"2274","it",174,1,8
"2275","did",175,1,8
"2276","not",176,1,8
"2277","readily",177,1,8
"2278","provide",178,1,8
"2279","information",179,1,8
"2280","about",180,1,8
"2281","our",181,0.8,8
"2282","question",182,0.6,8
"2283","of",183,0.4,8
"2284","interest.",184,0.2,8
"2285","Additional",185,0,8
"2286","data",186,0,8
"2287","from",187,0,8
"2288","this",188,0,8
"2289","study",189,0,8
"2290","was",190,0,8
"2291","found",191,0,8
"2292","in",192,0,8
"2293","the",193,0,8
"2294","participants'",194,0,8
"2295","note",195,0,8
"2296","pads.",196,0,8
"2297","Through",197,0,8
"2298","cleaning",198,0,8
"2299","sequential",199,0,8
"2300","notes",200,0,8
"2301","and",201,0,8
"2302","designing",202,0,8
"2303","a",203,0,8
"2304","method",204,0,8
"2305","for",205,0,8
"2306","highlighting",206,0,8
"2307","study",207,0,8
"2308","transcripts",208,0,8
"2309","according",209,0,8
"2310","to",210,0,8
"2311","the",211,0,8
"2312","frequency",212,0,8
"2313","of",213,0,8
"2314","collocations",214,0,8
"2315","in",215,0,8
"2316","participant",216,0,8
"2317","notes,",217,0,8
"2318","we",218,0,8
"2319","can",219,0,8
"2320","determine",220,0,8
"2321","which",221,0,8
"2322","portions",222,0,8
"2323","of",223,0,8
"2324","testimony",224,0,8
"2325","participants",225,0,8
"2326","found",226,0,8
"2327","'noteworthy'.",227,0,8
"2328","We",228,0,8
"2329","also",229,0,8
"2330","conducted",230,0,8
"2331","a",231,0.2,8
"2332","study",232,0.2,8
"2333","on",233,0.2,8
"2334","response",234,0.2,8
"2335","types",235,0.2,8
"2336","to",236,0.35,8
"2337","determine",237,0.55,8
"2338","the",238,0.75,8
"2339","consistency",239,0.95,8
"2340","of",240,1.15,8
"2341","participant",241,1,8
"2342","responses",242,1,8
"2343","across",243,1,8
"2344","response",244,1,8
"2345","types,",245,1,8
"2346","compare",246,1,8
"2347","a",247,1,8
"2348","variety",248,1,8
"2349","of",249,1,8
"2350","response",250,1,8
"2351","types,",251,1,8
"2352","and",252,1,8
"2353","determine",253,1,8
"2354","which",254,1,8
"2355","response",255,1,8
"2356","type",256,1,8
"2357","may",257,1,8
"2358","be",258,1,8
"2359","appropriately",259,1,8
"2360","calibrated",260,1,8
"2361","for",261,1,8
"2362","addressing",262,1,8
"2363","the",263,1,8
"2364","initial",264,1,8
"2365","research",265,1,8
"2366","question",266,1,8
"2367","of",267,1,8
"2368","jury",268,1,8
"2369","perception",269,1,8
"2370","of",270,1,8
"2371","algorithms",271,0.8,8
"2372","and",272,0.6,8
"2373","demonstrative",273,0.4,8
"2374","evidence.",274,0.2,8
"2375","The",275,0.2,8
"2376","response",276,0.4,8
"2377","types",277,0.6,8
"2378","used",278,0.8,8
"2379","in",279,1,8
"2380","this",280,1,8
"2381","investigation",281,1,8
"2382","include",282,1,8
"2383","the",283,1,8
"2384","participant's",284,1,8
"2385","interpretation",285,1,8
"2386","of",286,1.45217391304348,8
"2387","the",287,1.45217391304348,8
"2388","strength",288,1.45217391304348,8
"2389","of",289,1.45217391304348,8
"2390","evidence",290,1.45217391304348,8
"2391","(Likert",291,1,8
"2392","scale),",292,1,8
"2393","conviction",293,1,8
"2394","decision",294,1,8
"2395","(binary),",295,1,8
"2396","opinion",296,1,8
"2397","of",297,1,8
"2398","guilt",298,1,8
"2399","(binary),",299,1,8
"2400","willingness",300,1,8
"2401","to",301,1,8
"2402","bet",302,1,8
"2403","on",303,1,8
"2404","their",304,1,8
"2405","opinion",305,1,8
"2406","of",306,1,8
"2407","guilt",307,1,8
"2408","(numeric),",308,1,8
"2409","probability",309,1,8
"2410","of",310,1,8
"2411","guilt",311,1,8
"2412","(numeric),",312,1,8
"2413","and",313,1,8
"2414","chance",314,1,8
"2415","of",315,1,8
"2416","guilt",316,1,8
"2417","/innocence",317,1,8
"2418","(numeric",318,0.8,8
"2419","or",319,0.6,8
"2420","multiple",320,0.4,8
"2421","choice).",321,0.2,8
"2422","The",322,0,8
"2423","note",323,0,8
"2424","cleaning,",324,0,8
"2425","text",325,0,8
"2426","analysis,",326,0,8
"2427","and",327,0,8
"2428","testimony",328,0,8
"2429","tools",329,0,8
"2430","we",330,0,8
"2431","developed",331,0,8
"2432","throughout",332,0,8
"2433","this",333,0,8
"2434","series",334,0,8
"2435","of",335,0,8
"2436","experiments",336,0,8
"2437","will",337,0,8
"2438","benefit",338,0,8
"2439","our",339,0,8
"2440","future",340,0,8
"2441","research",341,0,8
"2442","in",342,0,8
"2443","jury",343,0,8
"2444","perception,",344,0,8
"2445","as",345,0,8
"2446","well",346,0,8
"2447","as",347,0,8
"2448","future",348,0,8
"2449","transcript",349,0,8
"2450","studies.",350,0,8
"2451","Subjective",1,2,9
"2452","pattern",2,2,9
"2453","comparison",3,2,9
"2454","has",4,2,9
"2455","been",5,2,9
"2456","subject",6,2,9
"2457","to",7,2,9
"2458","increased",8,2,9
"2459","scrutiny",9,2,9
"2460","by",10,2,9
"2461","the",11,2,9
"2462","courts",12,2,9
"2463","and",13,2,9
"2464","by",14,2,9
"2465","the",15,2,9
"2466","general",16,2,9
"2467","public,",17,2,9
"2468","resulting",18,2,9
"2469","in",19,2.32554112554113,9
"2470","an",20,2.32554112554113,9
"2471","increased",21,2.32554112554113,9
"2472","interest",22,2.32554112554113,9
"2473","in",23,2.32554112554113,9
"2474","pattern",24,2,9
"2475","comparison",25,2,9
"2476","algorithms",26,2,9
"2477","that",27,2,9
"2478","provide",28,2,9
"2479","quantitative",29,2,9
"2480","assessments",30,2,9
"2481","of",31,2,9
"2482","similarity",32,2,9
"2483","for",33,2,9
"2484","use",34,1.94615384615385,9
"2485","by",35,1.74615384615385,9
"2486","forensic",36,1.54615384615385,9
"2487","scientists.",37,1.34615384615385,9
"2488","While",38,1.14615384615385,9
"2489","these",39,1,9
"2490","algorithms",40,1,9
"2491","would",41,1,9
"2492","mark",42,1,9
"2493","an",43,1,9
"2494","improvement",44,1,9
"2495","over",45,1,9
"2496","current",46,1,9
"2497","subjective",47,1,9
"2498","comparison",48,1,9
"2499","methods,",49,1,9
"2500","individuals",50,1,9
"2501","without",51,1,9
"2502","a",52,1,9
"2503","statistical",53,1,9
"2504","background",54,1,9
"2505","may",55,1,9
"2506","struggle",56,1,9
"2507","with",57,1,9
"2508","the",58,1,9
"2509","statistical",59,1,9
"2510","concepts",60,1,9
"2511","and",61,1,9
"2512","language",62,1,9
"2513","necessary",63,1,9
"2514","for",64,1,9
"2515","describing",65,1,9
"2516","algorithmic",66,1,9
"2517","methods.",67,1,9
"2518","If",68,1.2,9
"2519","algorithms",69,1.4,9
"2520","are",70,1.6,9
"2521","to",71,1.8,9
"2522","be",72,2,9
"2523","used,",73,2,9
"2524","examiners",74,2,9
"2525","must",75,2,9
"2526","be",76,2,9
"2527","able",77,2,9
"2528","to",78,2,9
"2529","testify",79,2,9
"2530","about",80,2,9
"2531","their",81,2,9
"2532","use",82,2,9
"2533","in",83,2,9
"2534","a",84,2,9
"2535","way",85,2,9
"2536","that",86,2,9
"2537","is",87,2,9
"2538","accessible",88,1.96666666666667,9
"2539","to",89,1.76666666666667,9
"2540","the",90,1.56666666666667,9
"2541","jury.",91,1.36666666666667,9
"2542","In",92,1.36666666666667,9
"2543","a",93,1.4,9
"2544","series",94,1.6,9
"2545","of",95,1.775,9
"2546","studies,",96,1.575,9
"2547","we",97,1.175,9
"2548","conduct",98,0.775,9
"2549","an",99,0.375,9
"2550","assessment",100,0.4,9
"2551","of",101,0.8,9
"2552","language",102,1.2,9
"2553","and",103,1.6,9
"2554","supporting",104,2,9
"2555","visual",105,2,9
"2556","aids",106,2,9
"2557","which",107,2,9
"2558","might",108,2,9
"2559","be",109,2,9
"2560","used",110,2,9
"2561","to",111,2,9
"2562","explain",112,2,9
"2563","bullet",113,1.97037037037037,9
"2564","matching",114,1.57037037037037,9
"2565","algorithms.",115,1.17037037037037,9
"2566","In",116,0.77037037037037,9
"2567","the",117,0.37037037037037,9
"2568","initial",118,0,9
"2569","study,",119,0,9
"2570","we",120,0,9
"2571","encountered",121,0,9
"2572","a",122,0.142857142857143,9
"2573","response",123,0.142857142857143,9
"2574","type",124,0.142857142857143,9
"2575","calibration",125,0.142857142857143,9
"2576","issue",126,0.142857142857143,9
"2577","-",127,NA,9
"2578","individuals",128,0.2,9
"2579","thought",129,0.4,9
"2580","highly",130,0.6,9
"2581","of",131,0.8,9
"2582","the",132,1,9
"2583","forensic",133,1,9
"2584","witness",134,1,9
"2585","and",135,1,9
"2586","evidence",136,1,9
"2587","regardless",137,1,9
"2588","of",138,1,9
"2589","experimental",139,1,9
"2590","conditions,",140,1,9
"2591","'maxing",141,1,9
"2592","out'",142,1,9
"2593","Likert",143,1,9
"2594","response",144,1,9
"2595","scales",145,1,9
"2596","and",146,1,9
"2597","leaving",147,1,9
"2598","us",148,1,9
"2599","unable",149,1,9
"2600","to",150,1,9
"2601","tell",151,1,9
"2602","if",152,1,9
"2603","the",153,1,9
"2604","conditions",154,1,9
"2605","had",155,1,9
"2606","any",156,1,9
"2607","effect.",157,1,9
"2608","While",158,1,9
"2609","this",159,1,9
"2610","study",160,1,9
"2611","indicated",161,1,9
"2612","that",162,1,9
"2613","individuals",163,1,9
"2614","overall",164,1,9
"2615","found",165,1,9
"2616","the",166,1,9
"2617","testimony",167,1,9
"2618","to",168,1,9
"2619","be",169,1,9
"2620","reliable,",170,1,9
"2621","credible,",171,1,9
"2622","and",172,1,9
"2623","scientific,",173,1,9
"2624","it",174,1,9
"2625","did",175,1,9
"2626","not",176,1,9
"2627","readily",177,1,9
"2628","provide",178,1,9
"2629","information",179,1,9
"2630","about",180,1,9
"2631","our",181,0.8,9
"2632","question",182,0.6,9
"2633","of",183,0.4,9
"2634","interest.",184,0.2,9
"2635","Additional",185,0,9
"2636","data",186,0,9
"2637","from",187,0,9
"2638","this",188,0,9
"2639","study",189,0,9
"2640","was",190,0,9
"2641","found",191,0,9
"2642","in",192,0,9
"2643","the",193,0,9
"2644","participants'",194,0,9
"2645","note",195,0,9
"2646","pads.",196,0,9
"2647","Through",197,0,9
"2648","cleaning",198,0,9
"2649","sequential",199,0,9
"2650","notes",200,0,9
"2651","and",201,0,9
"2652","designing",202,0,9
"2653","a",203,0,9
"2654","method",204,0,9
"2655","for",205,0,9
"2656","highlighting",206,0,9
"2657","study",207,0,9
"2658","transcripts",208,0,9
"2659","according",209,0,9
"2660","to",210,0,9
"2661","the",211,0,9
"2662","frequency",212,0,9
"2663","of",213,0,9
"2664","collocations",214,0,9
"2665","in",215,0,9
"2666","participant",216,0,9
"2667","notes,",217,0,9
"2668","we",218,0,9
"2669","can",219,0,9
"2670","determine",220,0,9
"2671","which",221,0,9
"2672","portions",222,0,9
"2673","of",223,0,9
"2674","testimony",224,0,9
"2675","participants",225,0,9
"2676","found",226,0,9
"2677","'noteworthy'.",227,0,9
"2678","We",228,0,9
"2679","also",229,0,9
"2680","conducted",230,0,9
"2681","a",231,0.2,9
"2682","study",232,0.2,9
"2683","on",233,0.2,9
"2684","response",234,0.2,9
"2685","types",235,0.2,9
"2686","to",236,0.348148148148148,9
"2687","determine",237,0.548148148148148,9
"2688","the",238,0.748148148148148,9
"2689","consistency",239,0.948148148148148,9
"2690","of",240,1.14814814814815,9
"2691","participant",241,1,9
"2692","responses",242,1,9
"2693","across",243,1,9
"2694","response",244,1,9
"2695","types,",245,1,9
"2696","compare",246,1,9
"2697","a",247,1,9
"2698","variety",248,1,9
"2699","of",249,1,9
"2700","response",250,1,9
"2701","types,",251,1,9
"2702","and",252,1,9
"2703","determine",253,1,9
"2704","which",254,1,9
"2705","response",255,1,9
"2706","type",256,1,9
"2707","may",257,1,9
"2708","be",258,1,9
"2709","appropriately",259,1,9
"2710","calibrated",260,1,9
"2711","for",261,1,9
"2712","addressing",262,1,9
"2713","the",263,1,9
"2714","initial",264,1,9
"2715","research",265,1,9
"2716","question",266,1,9
"2717","of",267,1,9
"2718","jury",268,1,9
"2719","perception",269,1,9
"2720","of",270,1,9
"2721","algorithms",271,0.8,9
"2722","and",272,0.6,9
"2723","demonstrative",273,0.4,9
"2724","evidence.",274,0.2,9
"2725","The",275,0.2,9
"2726","response",276,0.4,9
"2727","types",277,0.6,9
"2728","used",278,0.8,9
"2729","in",279,1,9
"2730","this",280,1,9
"2731","investigation",281,1,9
"2732","include",282,1,9
"2733","the",283,1,9
"2734","participant's",284,1,9
"2735","interpretation",285,1,9
"2736","of",286,1.44545454545455,9
"2737","the",287,1.44545454545455,9
"2738","strength",288,1.44545454545455,9
"2739","of",289,1.44545454545455,9
"2740","evidence",290,1.44545454545455,9
"2741","(Likert",291,1,9
"2742","scale),",292,1,9
"2743","conviction",293,1,9
"2744","decision",294,1,9
"2745","(binary),",295,1,9
"2746","opinion",296,1,9
"2747","of",297,1,9
"2748","guilt",298,1,9
"2749","(binary),",299,1,9
"2750","willingness",300,1,9
"2751","to",301,1,9
"2752","bet",302,1,9
"2753","on",303,1,9
"2754","their",304,1,9
"2755","opinion",305,1,9
"2756","of",306,1,9
"2757","guilt",307,1,9
"2758","(numeric),",308,1,9
"2759","probability",309,1,9
"2760","of",310,1,9
"2761","guilt",311,1,9
"2762","(numeric),",312,1,9
"2763","and",313,1,9
"2764","chance",314,1,9
"2765","of",315,1,9
"2766","guilt",316,1,9
"2767","/innocence",317,1,9
"2768","(numeric",318,0.8,9
"2769","or",319,0.6,9
"2770","multiple",320,0.4,9
"2771","choice).",321,0.2,9
"2772","The",322,0,9
"2773","note",323,0,9
"2774","cleaning,",324,0,9
"2775","text",325,0,9
"2776","analysis,",326,0,9
"2777","and",327,0,9
"2778","testimony",328,0,9
"2779","tools",329,0,9
"2780","we",330,0,9
"2781","developed",331,0,9
"2782","throughout",332,0,9
"2783","this",333,0,9
"2784","series",334,0,9
"2785","of",335,0,9
"2786","experiments",336,0,9
"2787","will",337,0,9
"2788","benefit",338,0,9
"2789","our",339,0,9
"2790","future",340,0,9
"2791","research",341,0,9
"2792","in",342,0,9
"2793","jury",343,0,9
"2794","perception,",344,0,9
"2795","as",345,0,9
"2796","well",346,0,9
"2797","as",347,0,9
"2798","future",348,0,9
"2799","transcript",349,0,9
"2800","studies.",350,0,9
"2801","Subjective",1,2,10
"2802","pattern",2,2,10
"2803","comparison",3,2,10
"2804","has",4,2,10
"2805","been",5,2,10
"2806","subject",6,2,10
"2807","to",7,2,10
"2808","increased",8,2,10
"2809","scrutiny",9,2,10
"2810","by",10,2,10
"2811","the",11,2,10
"2812","courts",12,2,10
"2813","and",13,2,10
"2814","by",14,2,10
"2815","the",15,2,10
"2816","general",16,2,10
"2817","public,",17,2,10
"2818","resulting",18,2,10
"2819","in",19,2.32190476190476,10
"2820","an",20,2.32190476190476,10
"2821","increased",21,2.32190476190476,10
"2822","interest",22,2.32190476190476,10
"2823","in",23,2.32190476190476,10
"2824","pattern",24,2,10
"2825","comparison",25,2,10
"2826","algorithms",26,2,10
"2827","that",27,2,10
"2828","provide",28,2,10
"2829","quantitative",29,2,10
"2830","assessments",30,2,10
"2831","of",31,2,10
"2832","similarity",32,2,10
"2833","for",33,2,10
"2834","use",34,1.944,10
"2835","by",35,1.744,10
"2836","forensic",36,1.544,10
"2837","scientists.",37,1.344,10
"2838","While",38,1.144,10
"2839","these",39,1,10
"2840","algorithms",40,1,10
"2841","would",41,1,10
"2842","mark",42,1,10
"2843","an",43,1,10
"2844","improvement",44,1,10
"2845","over",45,1,10
"2846","current",46,1,10
"2847","subjective",47,1,10
"2848","comparison",48,1,10
"2849","methods,",49,1,10
"2850","individuals",50,1,10
"2851","without",51,1,10
"2852","a",52,1,10
"2853","statistical",53,1,10
"2854","background",54,1,10
"2855","may",55,1,10
"2856","struggle",56,1,10
"2857","with",57,1,10
"2858","the",58,1,10
"2859","statistical",59,1,10
"2860","concepts",60,1,10
"2861","and",61,1,10
"2862","language",62,1,10
"2863","necessary",63,1,10
"2864","for",64,1,10
"2865","describing",65,1,10
"2866","algorithmic",66,1,10
"2867","methods.",67,1,10
"2868","If",68,1.2,10
"2869","algorithms",69,1.4,10
"2870","are",70,1.6,10
"2871","to",71,1.8,10
"2872","be",72,2,10
"2873","used,",73,2,10
"2874","examiners",74,2,10
"2875","must",75,2,10
"2876","be",76,2,10
"2877","able",77,2,10
"2878","to",78,2,10
"2879","testify",79,2,10
"2880","about",80,2,10
"2881","their",81,2,10
"2882","use",82,2,10
"2883","in",83,2,10
"2884","a",84,2,10
"2885","way",85,2,10
"2886","that",86,2,10
"2887","is",87,2,10
"2888","accessible",88,1.96470588235294,10
"2889","to",89,1.76470588235294,10
"2890","the",90,1.56470588235294,10
"2891","jury.",91,1.36470588235294,10
"2892","In",92,1.36470588235294,10
"2893","a",93,1.4,10
"2894","series",94,1.6,10
"2895","of",95,1.77333333333333,10
"2896","studies,",96,1.57333333333333,10
"2897","we",97,1.17333333333333,10
"2898","conduct",98,0.773333333333333,10
"2899","an",99,0.373333333333333,10
"2900","assessment",100,0.4,10
"2901","of",101,0.8,10
"2902","language",102,1.2,10
"2903","and",103,1.6,10
"2904","supporting",104,2,10
"2905","visual",105,2,10
"2906","aids",106,2,10
"2907","which",107,2,10
"2908","might",108,2,10
"2909","be",109,2,10
"2910","used",110,2,10
"2911","to",111,2,10
"2912","explain",112,2,10
"2913","bullet",113,1.96923076923077,10
"2914","matching",114,1.56923076923077,10
"2915","algorithms.",115,1.16923076923077,10
"2916","In",116,0.769230769230769,10
"2917","the",117,0.369230769230769,10
"2918","initial",118,0,10
"2919","study,",119,0,10
"2920","we",120,0,10
"2921","encountered",121,0,10
"2922","a",122,0.140740740740741,10
"2923","response",123,0.140740740740741,10
"2924","type",124,0.140740740740741,10
"2925","calibration",125,0.140740740740741,10
"2926","issue",126,0.140740740740741,10
"2927","-",127,NA,10
"2928","individuals",128,0.2,10
"2929","thought",129,0.4,10
"2930","highly",130,0.6,10
"2931","of",131,0.8,10
"2932","the",132,1,10
"2933","forensic",133,1,10
"2934","witness",134,1,10
"2935","and",135,1,10
"2936","evidence",136,1,10
"2937","regardless",137,1,10
"2938","of",138,1,10
"2939","experimental",139,1,10
"2940","conditions,",140,1,10
"2941","'maxing",141,1,10
"2942","out'",142,1,10
"2943","Likert",143,1,10
"2944","response",144,1,10
"2945","scales",145,1,10
"2946","and",146,1,10
"2947","leaving",147,1,10
"2948","us",148,1,10
"2949","unable",149,1,10
"2950","to",150,1,10
"2951","tell",151,1,10
"2952","if",152,1,10
"2953","the",153,1,10
"2954","conditions",154,1,10
"2955","had",155,1,10
"2956","any",156,1,10
"2957","effect.",157,1,10
"2958","While",158,1,10
"2959","this",159,1,10
"2960","study",160,1,10
"2961","indicated",161,1,10
"2962","that",162,1,10
"2963","individuals",163,1,10
"2964","overall",164,1,10
"2965","found",165,1,10
"2966","the",166,1,10
"2967","testimony",167,1,10
"2968","to",168,1,10
"2969","be",169,1,10
"2970","reliable,",170,1,10
"2971","credible,",171,1,10
"2972","and",172,1,10
"2973","scientific,",173,1,10
"2974","it",174,1,10
"2975","did",175,1,10
"2976","not",176,1,10
"2977","readily",177,1,10
"2978","provide",178,1,10
"2979","information",179,1,10
"2980","about",180,1,10
"2981","our",181,0.8,10
"2982","question",182,0.6,10
"2983","of",183,0.4,10
"2984","interest.",184,0.2,10
"2985","Additional",185,0,10
"2986","data",186,0,10
"2987","from",187,0,10
"2988","this",188,0,10
"2989","study",189,0,10
"2990","was",190,0,10
"2991","found",191,0,10
"2992","in",192,0,10
"2993","the",193,0,10
"2994","participants'",194,0,10
"2995","note",195,0,10
"2996","pads.",196,0,10
"2997","Through",197,0,10
"2998","cleaning",198,0,10
"2999","sequential",199,0,10
"3000","notes",200,0,10
"3001","and",201,0,10
"3002","designing",202,0,10
"3003","a",203,0,10
"3004","method",204,0,10
"3005","for",205,0,10
"3006","highlighting",206,0,10
"3007","study",207,0,10
"3008","transcripts",208,0,10
"3009","according",209,0,10
"3010","to",210,0,10
"3011","the",211,0,10
"3012","frequency",212,0,10
"3013","of",213,0,10
"3014","collocations",214,0,10
"3015","in",215,0,10
"3016","participant",216,0,10
"3017","notes,",217,0,10
"3018","we",218,0,10
"3019","can",219,0,10
"3020","determine",220,0,10
"3021","which",221,0,10
"3022","portions",222,0,10
"3023","of",223,0,10
"3024","testimony",224,0,10
"3025","participants",225,0,10
"3026","found",226,0,10
"3027","'noteworthy'.",227,0,10
"3028","We",228,0,10
"3029","also",229,0,10
"3030","conducted",230,0,10
"3031","a",231,0.2,10
"3032","study",232,0.2,10
"3033","on",233,0.2,10
"3034","response",234,0.2,10
"3035","types",235,0.2,10
"3036","to",236,0.346153846153846,10
"3037","determine",237,0.546153846153846,10
"3038","the",238,0.746153846153846,10
"3039","consistency",239,0.946153846153846,10
"3040","of",240,1.14615384615385,10
"3041","participant",241,1,10
"3042","responses",242,1,10
"3043","across",243,1,10
"3044","response",244,1,10
"3045","types,",245,1,10
"3046","compare",246,1,10
"3047","a",247,1,10
"3048","variety",248,1,10
"3049","of",249,1,10
"3050","response",250,1,10
"3051","types,",251,1,10
"3052","and",252,1,10
"3053","determine",253,1,10
"3054","which",254,1,10
"3055","response",255,1,10
"3056","type",256,1,10
"3057","may",257,1,10
"3058","be",258,1,10
"3059","appropriately",259,1,10
"3060","calibrated",260,1,10
"3061","for",261,1,10
"3062","addressing",262,1,10
"3063","the",263,1,10
"3064","initial",264,1,10
"3065","research",265,1,10
"3066","question",266,1,10
"3067","of",267,1,10
"3068","jury",268,1,10
"3069","perception",269,1,10
"3070","of",270,1,10
"3071","algorithms",271,0.8,10
"3072","and",272,0.6,10
"3073","demonstrative",273,0.4,10
"3074","evidence.",274,0.2,10
"3075","The",275,0.2,10
"3076","response",276,0.4,10
"3077","types",277,0.6,10
"3078","used",278,0.8,10
"3079","in",279,1,10
"3080","this",280,1,10
"3081","investigation",281,1,10
"3082","include",282,1,10
"3083","the",283,1,10
"3084","participant's",284,1,10
"3085","interpretation",285,1,10
"3086","of",286,1.43809523809524,10
"3087","the",287,1.43809523809524,10
"3088","strength",288,1.43809523809524,10
"3089","of",289,1.43809523809524,10
"3090","evidence",290,1.43809523809524,10
